Label	AUC-ROC
vegetal	0.6987
fruite	0.7499
frais	0.7372
vegetal_vert	0.7116
doux	0.6858
gras	0.6913
floral	0.7422
boise	0.7302
vert	0.6987
aldehyde	0.7341
chimique	0.7169
empyreumatique	0.8134
balsamique	0.6936
aldehyde_frais	0.7264
fruit_exotique	0.7649
herbe	0.7000
legume	0.7856
fermentaire	0.6968
phenole	0.8148
epice	0.7151
fleur_d_arbuste	0.7470
cuit	0.7827
terreux	0.6212
fruit_sec	0.7430
fleur_du_jardin	0.7262
agrume	0.7855
oleagineux	0.7546
lactique	0.7434
soufre	0.9375
plante_aromatique	0.7166
animal	0.6740
fruit_a_coque	0.7713
moisi	0.6407
fruit_a_pepins	0.8119
torrefie	0.8441
medicinal	0.8106
vegetal_sec	0.7144
rose	0.7787
huile	0.7882
lactone	0.7881
menthe	0.8430
bois	0.8667
creme	0.7728
boissons_alcoolisees	0.8397
sucre_cuit	0.7393
baie	0.7218
poudre	0.8034
viande_cuite	0.8905
pomme	0.8481
malte	0.8362
mielle	0.8886
solvant	0.9006
ananas	0.8360
fruit_rouge	0.7606
coumarine	0.8243
caramel	0.7946
mineral	0.5836
resineux	0.8992
alliace	0.9616
fruit_a_noyau	0.8577
metal	0.5933
metallique	0.5972
peponide	0.7499
melon	0.7619
brule	0.8780
feuille	0.7189
alcool_de_fut	0.8867
ether	0.9069
boisson_fermentee	0.7834
camphre	0.9385
miel	0.9109
citronne	0.8587
racine	0.6359
oignon	0.9666
crucifere	0.7954
lacte	0.7629
fleur_d_arbre	0.7822
vin	0.8028
fromage	0.8207
poire	0.8742
banane	0.9175
champignon	0.7187
cafe	0.9064
cacao	0.8118
musque	0.8390
savon	0.7517
beurre	0.8183
noix_de_coco	0.9200
anise	0.7098
pin	0.9165
vanille	0.8550
jasmin	0.8868
ambre	0.8698
ail	0.9631
musc	0.8916
cereale	0.8617
peche	0.8014
cerise	0.8206
violette	0.7918
rhum	0.8893
