Label	AUC-ROC
vegetal	0.6641
fruite	0.7360
frais	0.7296
vegetal_vert	0.7165
doux	0.6634
gras	0.6611
floral	0.7532
boise	0.7017
vert	0.7168
aldehyde	0.7132
chimique	0.6803
empyreumatique	0.8163
balsamique	0.6939
aldehyde_frais	0.7165
fruit_exotique	0.7596
herbe	0.7063
legume	0.7420
fermentaire	0.6776
phenole	0.7647
epice	0.6763
fleur_d_arbuste	0.7755
cuit	0.7732
terreux	0.6046
fruit_sec	0.7210
fleur_du_jardin	0.7436
agrume	0.8254
oleagineux	0.7729
lactique	0.7194
soufre	0.9050
plante_aromatique	0.7223
animal	0.7142
fruit_a_coque	0.7695
moisi	0.6576
fruit_a_pepins	0.8283
torrefie	0.8453
medicinal	0.7954
vegetal_sec	0.7077
rose	0.8102
huile	0.7724
lactone	0.7682
menthe	0.8439
bois	0.8029
creme	0.7206
boissons_alcoolisees	0.8515
sucre_cuit	0.7717
baie	0.6878
poudre	0.7835
viande_cuite	0.8813
pomme	0.8968
malte	0.7970
mielle	0.7379
solvant	0.9089
ananas	0.8530
fruit_rouge	0.7099
coumarine	0.7988
caramel	0.8334
mineral	0.6395
resineux	0.8449
alliace	0.9753
fruit_a_noyau	0.7846
metal	0.6410
metallique	0.6296
peponide	0.7804
melon	0.7793
brule	0.8771
feuille	0.7175
alcool_de_fut	0.8929
ether	0.9176
boisson_fermentee	0.8232
camphre	0.8293
miel	0.7339
citronne	0.7534
racine	0.5161
oignon	0.9648
crucifere	0.7992
lacte	0.7380
fleur_d_arbre	0.7679
vin	0.8172
fromage	0.7855
poire	0.8894
banane	0.8581
champignon	0.7674
cafe	0.8743
cacao	0.8044
musque	0.9129
savon	0.7319
beurre	0.7980
noix_de_coco	0.9126
anise	0.6932
pin	0.9097
vanille	0.8068
jasmin	0.8258
ambre	0.9535
ail	0.9708
musc	0.9385
cereale	0.8087
peche	0.8027
cerise	0.7595
violette	0.8387
rhum	0.8640
