Label	AUC-ROC
vegetal	0.6599
fruite	0.7314
frais	0.7277
vegetal_vert	0.7091
doux	0.6528
gras	0.6694
floral	0.7502
boise	0.6964
vert	0.7132
aldehyde	0.7115
chimique	0.6677
empyreumatique	0.8105
balsamique	0.6974
aldehyde_frais	0.7178
fruit_exotique	0.7465
herbe	0.7054
legume	0.7464
fermentaire	0.6675
phenole	0.7566
epice	0.6886
fleur_d_arbuste	0.7712
cuit	0.7704
terreux	0.5766
fruit_sec	0.7048
fleur_du_jardin	0.7529
agrume	0.8167
oleagineux	0.7521
lactique	0.7103
soufre	0.8957
plante_aromatique	0.7369
animal	0.7024
fruit_a_coque	0.7637
moisi	0.6310
fruit_a_pepins	0.8127
torrefie	0.8404
medicinal	0.7826
vegetal_sec	0.7259
rose	0.8016
huile	0.7664
lactone	0.7375
menthe	0.8431
bois	0.8075
creme	0.6881
boissons_alcoolisees	0.8388
sucre_cuit	0.7618
baie	0.6771
poudre	0.7774
viande_cuite	0.8723
pomme	0.8842
malte	0.7970
mielle	0.7444
solvant	0.9000
ananas	0.8372
fruit_rouge	0.6595
coumarine	0.7772
caramel	0.8274
mineral	0.6535
resineux	0.8418
alliace	0.9688
fruit_a_noyau	0.7691
metal	0.6643
metallique	0.6487
peponide	0.7698
melon	0.7722
brule	0.8586
feuille	0.7321
alcool_de_fut	0.8710
ether	0.9090
boisson_fermentee	0.8135
camphre	0.8390
miel	0.7227
citronne	0.7684
racine	0.5036
oignon	0.9585
crucifere	0.7885
lacte	0.7037
fleur_d_arbre	0.7782
vin	0.8208
fromage	0.7754
poire	0.8769
banane	0.8444
champignon	0.7743
cafe	0.8776
cacao	0.7981
musque	0.9011
savon	0.7138
beurre	0.7846
noix_de_coco	0.9181
anise	0.7405
pin	0.9058
vanille	0.7795
jasmin	0.8016
ambre	0.9335
ail	0.9709
musc	0.9430
cereale	0.8070
peche	0.7735
cerise	0.7422
violette	0.8388
rhum	0.8304
