Label	AUC-ROC
vegetal	0.7081
fruite	0.7447
frais	0.7396
vegetal_vert	0.7440
doux	0.7244
gras	0.6692
floral	0.7785
boise	0.7175
vert	0.7209
aldehyde	0.7642
chimique	0.6774
empyreumatique	0.7909
balsamique	0.6869
aldehyde_frais	0.7478
fruit_exotique	0.7448
herbe	0.7235
legume	0.7610
fermentaire	0.6612
phenole	0.8069
epice	0.7117
fleur_d_arbuste	0.7248
cuit	0.7718
terreux	0.6899
fruit_sec	0.7367
fleur_du_jardin	0.7571
agrume	0.7986
oleagineux	0.7655
lactique	0.7018
soufre	0.8846
plante_aromatique	0.7473
animal	0.7079
fruit_a_coque	0.8047
moisi	0.6892
fruit_a_pepins	0.7883
torrefie	0.7801
medicinal	0.8321
vegetal_sec	0.6537
rose	0.7457
huile	0.7411
lactone	0.7503
menthe	0.8562
bois	0.8165
creme	0.6722
boissons_alcoolisees	0.7913
sucre_cuit	0.8032
baie	0.7848
poudre	0.8209
viande_cuite	0.8312
pomme	0.8479
malte	0.7568
mielle	0.8034
solvant	0.7738
ananas	0.8288
fruit_rouge	0.7209
coumarine	0.7280
caramel	0.8461
mineral	0.6804
resineux	0.8671
alliace	0.9596
fruit_a_noyau	0.7662
metal	0.7096
metallique	0.7111
peponide	0.7778
melon	0.7784
brule	0.8440
feuille	0.6838
alcool_de_fut	0.8197
ether	0.8456
boisson_fermentee	0.7539
camphre	0.9267
miel	0.7645
citronne	0.8213
racine	0.5380
oignon	0.9817
crucifere	0.7747
lacte	0.6901
fleur_d_arbre	0.7880
vin	0.7882
fromage	0.7876
poire	0.8284
banane	0.8423
champignon	0.6862
cafe	0.8417
cacao	0.6935
musque	0.9499
savon	0.8036
beurre	0.8055
noix_de_coco	0.8017
anise	0.6288
pin	0.9302
vanille	0.8808
jasmin	0.8848
ambre	0.8798
ail	0.9757
musc	0.9794
cereale	0.8647
peche	0.7945
cerise	0.7772
violette	0.8887
rhum	0.8239
