Label	AUC-ROC
vegetal	0.6849
fruite	0.7263
frais	0.7239
vegetal_vert	0.7065
doux	0.6868
gras	0.6471
floral	0.7295
boise	0.7469
vert	0.7261
aldehyde	0.7079
chimique	0.6673
empyreumatique	0.7940
balsamique	0.7185
aldehyde_frais	0.6934
fruit_exotique	0.7368
herbe	0.6835
legume	0.7895
fermentaire	0.6673
phenole	0.7390
epice	0.6849
fleur_d_arbuste	0.7550
cuit	0.7734
terreux	0.6585
fruit_sec	0.7449
fleur_du_jardin	0.7243
agrume	0.7808
oleagineux	0.7655
lactique	0.6962
soufre	0.9511
plante_aromatique	0.7758
animal	0.6429
fruit_a_coque	0.7828
moisi	0.6726
fruit_a_pepins	0.8355
torrefie	0.8584
medicinal	0.7664
vegetal_sec	0.6301
rose	0.8562
huile	0.6939
lactone	0.6650
menthe	0.8226
bois	0.8475
creme	0.6981
boissons_alcoolisees	0.6928
sucre_cuit	0.7661
baie	0.6187
poudre	0.7835
viande_cuite	0.8417
pomme	0.8677
malte	0.8564
mielle	0.7786
solvant	0.7782
ananas	0.8278
fruit_rouge	0.7010
coumarine	0.7642
caramel	0.8466
mineral	0.7053
resineux	0.8890
alliace	0.9649
fruit_a_noyau	0.7088
metal	0.7100
metallique	0.7158
peponide	0.9095
melon	0.8992
brule	0.8295
feuille	0.6384
alcool_de_fut	0.6858
ether	0.7933
boisson_fermentee	0.7209
camphre	0.8329
miel	0.7812
citronne	0.7953
racine	0.7462
oignon	0.9638
crucifere	0.8980
lacte	0.7324
fleur_d_arbre	0.7819
vin	0.7514
fromage	0.8369
poire	0.9171
banane	0.8779
champignon	0.6911
cafe	0.8581
cacao	0.8644
musque	0.8865
savon	0.8207
beurre	0.7650
noix_de_coco	0.8072
anise	0.7249
pin	0.9214
vanille	0.8807
jasmin	0.7376
ambre	0.9214
ail	0.9691
musc	0.9416
cereale	0.8766
peche	0.7971
cerise	0.7793
violette	0.8321
rhum	0.7022
