Label	AUC-ROC
vegetal	0.7174
fruite	0.7502
frais	0.7512
vegetal_vert	0.7612
doux	0.7367
gras	0.6976
floral	0.8047
boise	0.7371
vert	0.7446
aldehyde	0.7684
chimique	0.7399
empyreumatique	0.8045
balsamique	0.7313
aldehyde_frais	0.7502
fruit_exotique	0.7537
herbe	0.7296
legume	0.7900
fermentaire	0.6506
phenole	0.8298
epice	0.7333
fleur_d_arbuste	0.7686
cuit	0.7872
terreux	0.7173
fruit_sec	0.7632
fleur_du_jardin	0.7868
agrume	0.8297
oleagineux	0.7886
lactique	0.7390
soufre	0.8749
plante_aromatique	0.7648
animal	0.7261
fruit_a_coque	0.8157
moisi	0.6617
fruit_a_pepins	0.7879
torrefie	0.8000
medicinal	0.8818
vegetal_sec	0.6888
rose	0.7773
huile	0.7596
lactone	0.8025
menthe	0.8956
bois	0.8194
creme	0.7352
boissons_alcoolisees	0.8134
sucre_cuit	0.8025
baie	0.8025
poudre	0.8467
viande_cuite	0.8468
pomme	0.8559
malte	0.7791
mielle	0.8402
solvant	0.7907
ananas	0.8541
fruit_rouge	0.7853
coumarine	0.8140
caramel	0.8574
mineral	0.7019
resineux	0.8639
alliace	0.9554
fruit_a_noyau	0.7890
metal	0.7228
metallique	0.7218
peponide	0.7870
melon	0.7872
brule	0.8705
feuille	0.7006
alcool_de_fut	0.8466
ether	0.8601
boisson_fermentee	0.7659
camphre	0.9396
miel	0.8264
citronne	0.8502
racine	0.5427
oignon	0.9808
crucifere	0.7623
lacte	0.7406
fleur_d_arbre	0.7984
vin	0.7968
fromage	0.7903
poire	0.8356
banane	0.8665
champignon	0.7231
cafe	0.8725
cacao	0.7597
musque	0.9660
savon	0.8085
beurre	0.8419
noix_de_coco	0.8504
anise	0.6643
pin	0.9429
vanille	0.8846
jasmin	0.9008
ambre	0.9153
ail	0.9731
musc	0.9890
cereale	0.8900
peche	0.8142
cerise	0.8464
violette	0.9102
rhum	0.8469
