Label	AUC-ROC
vegetal	0.6610
fruite	0.7358
frais	0.7312
vegetal_vert	0.7169
doux	0.6604
gras	0.6722
floral	0.7430
boise	0.7141
vert	0.7108
aldehyde	0.7150
chimique	0.7028
empyreumatique	0.8225
balsamique	0.7044
aldehyde_frais	0.7193
fruit_exotique	0.7493
herbe	0.7138
legume	0.7522
fermentaire	0.6774
phenole	0.7729
epice	0.6896
fleur_d_arbuste	0.7657
cuit	0.7792
terreux	0.5996
fruit_sec	0.7265
fleur_du_jardin	0.7262
agrume	0.8317
oleagineux	0.7759
lactique	0.7255
soufre	0.9027
plante_aromatique	0.7192
animal	0.7117
fruit_a_coque	0.7696
moisi	0.6636
fruit_a_pepins	0.8257
torrefie	0.8530
medicinal	0.8214
vegetal_sec	0.7306
rose	0.8107
huile	0.7582
lactone	0.7616
menthe	0.8564
bois	0.7919
creme	0.7468
boissons_alcoolisees	0.8474
sucre_cuit	0.7924
baie	0.7027
poudre	0.7801
viande_cuite	0.8994
pomme	0.8948
malte	0.7956
mielle	0.7751
solvant	0.9187
ananas	0.8490
fruit_rouge	0.7248
coumarine	0.7997
caramel	0.8498
mineral	0.6029
resineux	0.8480
alliace	0.9754
fruit_a_noyau	0.7548
metal	0.6089
metallique	0.5931
peponide	0.7910
melon	0.7898
brule	0.8901
feuille	0.7047
alcool_de_fut	0.8968
ether	0.9250
boisson_fermentee	0.7909
camphre	0.8419
miel	0.7754
citronne	0.7623
racine	0.4954
oignon	0.9649
crucifere	0.8035
lacte	0.6970
fleur_d_arbre	0.7747
vin	0.8006
fromage	0.7958
poire	0.8928
banane	0.8642
champignon	0.7426
cafe	0.8999
cacao	0.7995
musque	0.9074
savon	0.7278
beurre	0.8124
noix_de_coco	0.8966
anise	0.7216
pin	0.9115
vanille	0.8061
jasmin	0.8228
ambre	0.9547
ail	0.9707
musc	0.9332
cereale	0.8263
peche	0.7524
cerise	0.7789
violette	0.8027
rhum	0.8962
