Label	AUC-ROC
vegetal	0.7066
fruite	0.7323
frais	0.7443
vegetal_vert	0.7478
doux	0.7057
gras	0.6568
floral	0.7684
boise	0.7022
vert	0.7245
aldehyde	0.7639
chimique	0.6751
empyreumatique	0.7919
balsamique	0.6729
aldehyde_frais	0.7507
fruit_exotique	0.7395
herbe	0.7231
legume	0.7699
fermentaire	0.6413
phenole	0.8021
epice	0.7141
fleur_d_arbuste	0.7085
cuit	0.7764
terreux	0.6518
fruit_sec	0.7403
fleur_du_jardin	0.7470
agrume	0.8053
oleagineux	0.7701
lactique	0.6999
soufre	0.8755
plante_aromatique	0.7651
animal	0.6997
fruit_a_coque	0.8108
moisi	0.6473
fruit_a_pepins	0.7626
torrefie	0.7773
medicinal	0.8230
vegetal_sec	0.6541
rose	0.7297
huile	0.7254
lactone	0.7442
menthe	0.8618
bois	0.8219
creme	0.6649
boissons_alcoolisees	0.7923
sucre_cuit	0.8045
baie	0.7322
poudre	0.7973
viande_cuite	0.8351
pomme	0.8364
malte	0.7687
mielle	0.7825
solvant	0.7802
ananas	0.8403
fruit_rouge	0.7101
coumarine	0.7189
caramel	0.8552
mineral	0.6563
resineux	0.8666
alliace	0.9510
fruit_a_noyau	0.7553
metal	0.6938
metallique	0.6916
peponide	0.7844
melon	0.7848
brule	0.8473
feuille	0.6380
alcool_de_fut	0.8297
ether	0.8476
boisson_fermentee	0.7430
camphre	0.9084
miel	0.7427
citronne	0.8081
racine	0.6104
oignon	0.9777
crucifere	0.7791
lacte	0.7093
fleur_d_arbre	0.7596
vin	0.7561
fromage	0.7917
poire	0.8219
banane	0.8380
champignon	0.6587
cafe	0.8329
cacao	0.6888
musque	0.9448
savon	0.7955
beurre	0.8346
noix_de_coco	0.7763
anise	0.6043
pin	0.9360
vanille	0.8509
jasmin	0.8793
ambre	0.8935
ail	0.9710
musc	0.9761
cereale	0.8804
peche	0.7776
cerise	0.7695
violette	0.8577
rhum	0.8481
