Label	AUC-ROC
vegetal	0.6685
fruite	0.6923
frais	0.6967
vegetal_vert	0.6916
doux	0.6405
gras	0.6419
floral	0.6905
boise	0.7350
vert	0.7026
aldehyde	0.6976
chimique	0.6039
empyreumatique	0.7918
balsamique	0.6818
aldehyde_frais	0.6756
fruit_exotique	0.6926
herbe	0.6655
legume	0.7824
fermentaire	0.6436
phenole	0.7250
epice	0.6393
fleur_d_arbuste	0.7271
cuit	0.7629
terreux	0.6297
fruit_sec	0.7188
fleur_du_jardin	0.6860
agrume	0.7787
oleagineux	0.7286
lactique	0.6662
soufre	0.9377
plante_aromatique	0.7585
animal	0.6089
fruit_a_coque	0.7600
moisi	0.6140
fruit_a_pepins	0.7969
torrefie	0.8411
medicinal	0.7338
vegetal_sec	0.6304
rose	0.7631
huile	0.6774
lactone	0.6269
menthe	0.8087
bois	0.8285
creme	0.6605
boissons_alcoolisees	0.6691
sucre_cuit	0.7566
baie	0.6250
poudre	0.7275
viande_cuite	0.8466
pomme	0.8163
malte	0.8452
mielle	0.7327
solvant	0.7534
ananas	0.7855
fruit_rouge	0.6149
coumarine	0.7182
caramel	0.8231
mineral	0.6843
resineux	0.8725
alliace	0.9636
fruit_a_noyau	0.6483
metal	0.6946
metallique	0.6678
peponide	0.8855
melon	0.8855
brule	0.8178
feuille	0.6072
alcool_de_fut	0.6608
ether	0.7620
boisson_fermentee	0.6929
camphre	0.8137
miel	0.7422
citronne	0.7810
racine	0.7258
oignon	0.9642
crucifere	0.9017
lacte	0.6933
fleur_d_arbre	0.6975
vin	0.7207
fromage	0.8234
poire	0.9128
banane	0.8547
champignon	0.6532
cafe	0.8391
cacao	0.8392
musque	0.8613
savon	0.8321
beurre	0.7151
noix_de_coco	0.7708
anise	0.6886
pin	0.9145
vanille	0.8664
jasmin	0.6841
ambre	0.9151
ail	0.9658
musc	0.9252
cereale	0.8661
peche	0.7271
cerise	0.7038
violette	0.8239
rhum	0.6449
