Label	AUC-ROC
vegetal	0.7082
fruite	0.7368
frais	0.7477
vegetal_vert	0.7443
doux	0.7073
gras	0.6652
floral	0.7695
boise	0.7268
vert	0.7256
aldehyde	0.7659
chimique	0.7090
empyreumatique	0.8018
balsamique	0.7055
aldehyde_frais	0.7547
fruit_exotique	0.7430
herbe	0.7262
legume	0.7770
fermentaire	0.6558
phenole	0.8231
epice	0.7278
fleur_d_arbuste	0.7305
cuit	0.7869
terreux	0.6782
fruit_sec	0.7312
fleur_du_jardin	0.7458
agrume	0.8018
oleagineux	0.7594
lactique	0.7052
soufre	0.8806
plante_aromatique	0.7553
animal	0.7053
fruit_a_coque	0.8102
moisi	0.6848
fruit_a_pepins	0.7744
torrefie	0.7898
medicinal	0.8561
vegetal_sec	0.6803
rose	0.7547
huile	0.7264
lactone	0.7511
menthe	0.8677
bois	0.8178
creme	0.6785
boissons_alcoolisees	0.7871
sucre_cuit	0.8192
baie	0.7639
poudre	0.8224
viande_cuite	0.8416
pomme	0.8496
malte	0.7810
mielle	0.7818
solvant	0.8016
ananas	0.8507
fruit_rouge	0.7398
coumarine	0.7256
caramel	0.8573
mineral	0.6621
resineux	0.8699
alliace	0.9546
fruit_a_noyau	0.7855
metal	0.6859
metallique	0.6883
peponide	0.8042
melon	0.8034
brule	0.8513
feuille	0.6775
alcool_de_fut	0.8340
ether	0.8688
boisson_fermentee	0.7393
camphre	0.9324
miel	0.7552
citronne	0.8124
racine	0.5508
oignon	0.9789
crucifere	0.7765
lacte	0.7514
fleur_d_arbre	0.7550
vin	0.7603
fromage	0.7864
poire	0.8338
banane	0.8391
champignon	0.7050
cafe	0.8453
cacao	0.7266
musque	0.9405
savon	0.7731
beurre	0.8090
noix_de_coco	0.7667
anise	0.6387
pin	0.9363
vanille	0.8658
jasmin	0.8925
ambre	0.8965
ail	0.9766
musc	0.9731
cereale	0.8863
peche	0.8113
cerise	0.7884
violette	0.8278
rhum	0.8343
