Label	AUC-ROC
vegetal	0.6609
fruite	0.7306
frais	0.7355
vegetal_vert	0.7113
doux	0.6595
gras	0.6616
floral	0.7423
boise	0.6975
vert	0.7217
aldehyde	0.7166
chimique	0.6687
empyreumatique	0.8049
balsamique	0.6914
aldehyde_frais	0.7132
fruit_exotique	0.7332
herbe	0.6995
legume	0.7383
fermentaire	0.6709
phenole	0.7521
epice	0.6794
fleur_d_arbuste	0.7579
cuit	0.7705
terreux	0.5836
fruit_sec	0.7021
fleur_du_jardin	0.7161
agrume	0.8245
oleagineux	0.7546
lactique	0.7186
soufre	0.9081
plante_aromatique	0.7221
animal	0.7030
fruit_a_coque	0.7656
moisi	0.6357
fruit_a_pepins	0.7993
torrefie	0.8231
medicinal	0.7950
vegetal_sec	0.7145
rose	0.7994
huile	0.7630
lactone	0.7716
menthe	0.8445
bois	0.8017
creme	0.7153
boissons_alcoolisees	0.8454
sucre_cuit	0.7722
baie	0.6855
poudre	0.7847
viande_cuite	0.8694
pomme	0.8701
malte	0.7875
mielle	0.7368
solvant	0.9015
ananas	0.8429
fruit_rouge	0.6793
coumarine	0.8004
caramel	0.8347
mineral	0.6410
resineux	0.8426
alliace	0.9764
fruit_a_noyau	0.7761
metal	0.6565
metallique	0.6463
peponide	0.7636
melon	0.7647
brule	0.8595
feuille	0.7173
alcool_de_fut	0.8813
ether	0.9106
boisson_fermentee	0.8248
camphre	0.8303
miel	0.7227
citronne	0.7695
racine	0.4745
oignon	0.9685
crucifere	0.8111
lacte	0.7759
fleur_d_arbre	0.7866
vin	0.8262
fromage	0.7952
poire	0.8903
banane	0.8344
champignon	0.7440
cafe	0.8719
cacao	0.7800
musque	0.8840
savon	0.7467
beurre	0.8183
noix_de_coco	0.9153
anise	0.7397
pin	0.9114
vanille	0.8004
jasmin	0.8223
ambre	0.9461
ail	0.9690
musc	0.9348
cereale	0.8034
peche	0.7917
cerise	0.7754
violette	0.8082
rhum	0.8272
