Label	AUC-ROC
vegetal	0.6759
fruite	0.7237
frais	0.7212
vegetal_vert	0.7060
doux	0.6799
gras	0.6406
floral	0.7316
boise	0.7483
vert	0.7251
aldehyde	0.7056
chimique	0.6702
empyreumatique	0.7940
balsamique	0.7227
aldehyde_frais	0.6965
fruit_exotique	0.7654
herbe	0.6876
legume	0.7985
fermentaire	0.6638
phenole	0.7490
epice	0.7083
fleur_d_arbuste	0.7586
cuit	0.7713
terreux	0.6580
fruit_sec	0.7566
fleur_du_jardin	0.7296
agrume	0.7731
oleagineux	0.7778
lactique	0.7128
soufre	0.9428
plante_aromatique	0.7760
animal	0.6578
fruit_a_coque	0.7837
moisi	0.6338
fruit_a_pepins	0.8575
torrefie	0.8463
medicinal	0.7785
vegetal_sec	0.6357
rose	0.8607
huile	0.7032
lactone	0.6979
menthe	0.8184
bois	0.8762
creme	0.7236
boissons_alcoolisees	0.6929
sucre_cuit	0.7711
baie	0.6192
poudre	0.8057
viande_cuite	0.8256
pomme	0.8909
malte	0.8566
mielle	0.7915
solvant	0.7881
ananas	0.8577
fruit_rouge	0.7119
coumarine	0.7885
caramel	0.8450
mineral	0.6806
resineux	0.9107
alliace	0.9626
fruit_a_noyau	0.7483
metal	0.6998
metallique	0.7037
peponide	0.9096
melon	0.9059
brule	0.8349
feuille	0.6223
alcool_de_fut	0.6971
ether	0.8134
boisson_fermentee	0.7248
camphre	0.8363
miel	0.7798
citronne	0.8121
racine	0.7266
oignon	0.9616
crucifere	0.9021
lacte	0.7118
fleur_d_arbre	0.8058
vin	0.7567
fromage	0.8560
poire	0.9158
banane	0.8867
champignon	0.6999
cafe	0.8322
cacao	0.8485
musque	0.9010
savon	0.8311
beurre	0.7872
noix_de_coco	0.8506
anise	0.7296
pin	0.9300
vanille	0.8875
jasmin	0.7442
ambre	0.9356
ail	0.9712
musc	0.9361
cereale	0.8756
peche	0.8297
cerise	0.7795
violette	0.8336
rhum	0.7478
