Label	AUC-ROC
vegetal	0.6397
fruite	0.7254
frais	0.6964
vegetal_vert	0.6860
doux	0.6861
gras	0.6465
floral	0.7292
boise	0.7069
vert	0.6709
aldehyde	0.6934
chimique	0.6886
empyreumatique	0.8600
balsamique	0.6952
aldehyde_frais	0.6675
fruit_exotique	0.7317
herbe	0.6646
legume	0.7180
fermentaire	0.6686
phenole	0.7789
epice	0.7168
fleur_d_arbuste	0.7202
cuit	0.8614
terreux	0.6508
fruit_sec	0.7487
fleur_du_jardin	0.6763
agrume	0.7870
oleagineux	0.7646
lactique	0.6895
soufre	0.9404
plante_aromatique	0.6990
animal	0.6814
fruit_a_coque	0.7515
moisi	0.6392
fruit_a_pepins	0.8110
torrefie	0.8372
medicinal	0.7869
vegetal_sec	0.6893
rose	0.6984
huile	0.6618
lactone	0.7156
menthe	0.8327
bois	0.7793
creme	0.6955
boissons_alcoolisees	0.8073
sucre_cuit	0.7907
baie	0.5760
poudre	0.7689
viande_cuite	0.9413
pomme	0.8582
malte	0.7759
mielle	0.7229
solvant	0.8720
ananas	0.8146
fruit_rouge	0.7621
coumarine	0.7574
caramel	0.8273
mineral	0.6484
resineux	0.8569
alliace	0.9717
fruit_a_noyau	0.7995
metal	0.6637
metallique	0.6527
peponide	0.7455
melon	0.7351
brule	0.8542
feuille	0.6284
alcool_de_fut	0.8628
ether	0.8764
boisson_fermentee	0.7947
camphre	0.8588
miel	0.7450
citronne	0.8416
racine	0.6341
oignon	0.9703
crucifere	0.8391
lacte	0.5931
fleur_d_arbre	0.7362
vin	0.8148
fromage	0.8161
poire	0.8945
banane	0.8566
champignon	0.7016
cafe	0.9166
cacao	0.7550
musque	0.8947
savon	0.8434
beurre	0.7802
noix_de_coco	0.8896
anise	0.8028
pin	0.8655
vanille	0.8982
jasmin	0.7116
ambre	0.8790
ail	0.9736
musc	0.9153
cereale	0.8673
peche	0.7841
cerise	0.8545
violette	0.7326
rhum	0.8194
