Label	AUC-ROC
vegetal	0.6652
fruite	0.6866
frais	0.6907
vegetal_vert	0.6909
doux	0.6711
gras	0.6370
floral	0.7003
boise	0.7337
vert	0.6946
aldehyde	0.6869
chimique	0.6045
empyreumatique	0.7762
balsamique	0.7100
aldehyde_frais	0.6602
fruit_exotique	0.7049
herbe	0.6701
legume	0.7777
fermentaire	0.6293
phenole	0.7287
epice	0.6473
fleur_d_arbuste	0.6898
cuit	0.7487
terreux	0.6490
fruit_sec	0.7152
fleur_du_jardin	0.6929
agrume	0.7646
oleagineux	0.7291
lactique	0.6785
soufre	0.9407
plante_aromatique	0.7549
animal	0.6134
fruit_a_coque	0.7602
moisi	0.6255
fruit_a_pepins	0.7994
torrefie	0.8245
medicinal	0.7336
vegetal_sec	0.6231
rose	0.7622
huile	0.6596
lactone	0.5973
menthe	0.8089
bois	0.8145
creme	0.6478
boissons_alcoolisees	0.6536
sucre_cuit	0.7344
baie	0.6069
poudre	0.6830
viande_cuite	0.8371
pomme	0.8305
malte	0.8408
mielle	0.7323
solvant	0.7482
ananas	0.7780
fruit_rouge	0.6418
coumarine	0.6948
caramel	0.8020
mineral	0.6717
resineux	0.8438
alliace	0.9585
fruit_a_noyau	0.6567
metal	0.6692
metallique	0.6371
peponide	0.9034
melon	0.8932
brule	0.8349
feuille	0.5970
alcool_de_fut	0.6705
ether	0.7617
boisson_fermentee	0.6857
camphre	0.8228
miel	0.7254
citronne	0.7821
racine	0.7316
oignon	0.9581
crucifere	0.8926
lacte	0.6668
fleur_d_arbre	0.7186
vin	0.7220
fromage	0.8329
poire	0.9333
banane	0.8542
champignon	0.6570
cafe	0.8375
cacao	0.8411
musque	0.8512
savon	0.8266
beurre	0.7050
noix_de_coco	0.7513
anise	0.6954
pin	0.9038
vanille	0.8458
jasmin	0.6781
ambre	0.9003
ail	0.9658
musc	0.8803
cereale	0.8496
peche	0.7015
cerise	0.6902
violette	0.7909
rhum	0.6346
