Label	AUC-ROC
vegetal	0.6847
fruite	0.7432
frais	0.7349
vegetal_vert	0.7135
doux	0.6883
gras	0.6568
floral	0.7475
boise	0.7593
vert	0.7426
aldehyde	0.7122
chimique	0.7113
empyreumatique	0.8098
balsamique	0.7647
aldehyde_frais	0.6978
fruit_exotique	0.7718
herbe	0.6912
legume	0.8043
fermentaire	0.6916
phenole	0.7830
epice	0.7223
fleur_d_arbuste	0.7739
cuit	0.7898
terreux	0.6616
fruit_sec	0.7786
fleur_du_jardin	0.7269
agrume	0.7685
oleagineux	0.8042
lactique	0.7364
soufre	0.9518
plante_aromatique	0.7614
animal	0.6894
fruit_a_coque	0.8021
moisi	0.6593
fruit_a_pepins	0.8709
torrefie	0.8607
medicinal	0.8187
vegetal_sec	0.6891
rose	0.8737
huile	0.7219
lactone	0.7445
menthe	0.8312
bois	0.8720
creme	0.7502
boissons_alcoolisees	0.7306
sucre_cuit	0.7979
baie	0.6710
poudre	0.8201
viande_cuite	0.8539
pomme	0.9225
malte	0.8600
mielle	0.7994
solvant	0.8091
ananas	0.8668
fruit_rouge	0.7112
coumarine	0.8520
caramel	0.8709
mineral	0.7041
resineux	0.8964
alliace	0.9669
fruit_a_noyau	0.7420
metal	0.7177
metallique	0.7143
peponide	0.9298
melon	0.9294
brule	0.8273
feuille	0.6415
alcool_de_fut	0.7060
ether	0.8316
boisson_fermentee	0.7914
camphre	0.8546
miel	0.8170
citronne	0.8243
racine	0.7361
oignon	0.9667
crucifere	0.9105
lacte	0.7235
fleur_d_arbre	0.7932
vin	0.8303
fromage	0.8534
poire	0.9178
banane	0.9112
champignon	0.7153
cafe	0.8675
cacao	0.8620
musque	0.9137
savon	0.8433
beurre	0.8060
noix_de_coco	0.8686
anise	0.7551
pin	0.9309
vanille	0.8933
jasmin	0.7911
ambre	0.9302
ail	0.9718
musc	0.9379
cereale	0.8866
peche	0.8351
cerise	0.8032
violette	0.8786
rhum	0.7583
