Label	AUC-ROC
vegetal	0.6601
fruite	0.6997
frais	0.7234
vegetal_vert	0.7086
doux	0.6430
gras	0.6371
floral	0.7306
boise	0.6848
vert	0.7061
aldehyde	0.7077
chimique	0.6367
empyreumatique	0.8079
balsamique	0.6538
aldehyde_frais	0.7079
fruit_exotique	0.7020
herbe	0.7023
legume	0.7150
fermentaire	0.6434
phenole	0.7268
epice	0.6449
fleur_d_arbuste	0.7473
cuit	0.7689
terreux	0.5485
fruit_sec	0.6604
fleur_du_jardin	0.6873
agrume	0.7972
oleagineux	0.7057
lactique	0.6923
soufre	0.9026
plante_aromatique	0.7251
animal	0.6553
fruit_a_coque	0.7420
moisi	0.6089
fruit_a_pepins	0.7883
torrefie	0.8316
medicinal	0.7596
vegetal_sec	0.6918
rose	0.7725
huile	0.7189
lactone	0.6721
menthe	0.8154
bois	0.7816
creme	0.6679
boissons_alcoolisees	0.8254
sucre_cuit	0.7686
baie	0.6643
poudre	0.7655
viande_cuite	0.8615
pomme	0.8342
malte	0.7833
mielle	0.7309
solvant	0.8700
ananas	0.8160
fruit_rouge	0.6448
coumarine	0.7422
caramel	0.8381
mineral	0.6299
resineux	0.8248
alliace	0.9743
fruit_a_noyau	0.7149
metal	0.6305
metallique	0.6263
peponide	0.7707
melon	0.7670
brule	0.8578
feuille	0.7090
alcool_de_fut	0.8757
ether	0.8824
boisson_fermentee	0.7994
camphre	0.8183
miel	0.7069
citronne	0.7292
racine	0.5139
oignon	0.9638
crucifere	0.7981
lacte	0.7374
fleur_d_arbre	0.7656
vin	0.7827
fromage	0.7670
poire	0.8632
banane	0.7892
champignon	0.7837
cafe	0.8832
cacao	0.7627
musque	0.8661
savon	0.6969
beurre	0.7563
noix_de_coco	0.8293
anise	0.7062
pin	0.8887
vanille	0.7925
jasmin	0.7734
ambre	0.9278
ail	0.9695
musc	0.9055
cereale	0.8024
peche	0.7247
cerise	0.7279
violette	0.7888
rhum	0.8513
