Label	AUC-ROC
vegetal	0.6934
fruite	0.7523
frais	0.7385
vegetal_vert	0.7184
doux	0.6957
gras	0.6498
floral	0.7514
boise	0.7636
vert	0.7423
aldehyde	0.7204
chimique	0.6937
empyreumatique	0.8175
balsamique	0.7574
aldehyde_frais	0.7110
fruit_exotique	0.7644
herbe	0.7032
legume	0.8170
fermentaire	0.6939
phenole	0.7739
epice	0.7184
fleur_d_arbuste	0.7856
cuit	0.7941
terreux	0.6813
fruit_sec	0.7757
fleur_du_jardin	0.7272
agrume	0.7705
oleagineux	0.7959
lactique	0.7332
soufre	0.9552
plante_aromatique	0.7749
animal	0.6868
fruit_a_coque	0.7988
moisi	0.6490
fruit_a_pepins	0.8528
torrefie	0.8662
medicinal	0.8160
vegetal_sec	0.6798
rose	0.8650
huile	0.7197
lactone	0.7209
menthe	0.8337
bois	0.8698
creme	0.7602
boissons_alcoolisees	0.7347
sucre_cuit	0.8004
baie	0.6976
poudre	0.8150
viande_cuite	0.8681
pomme	0.9090
malte	0.8715
mielle	0.8044
solvant	0.8079
ananas	0.8641
fruit_rouge	0.7170
coumarine	0.7985
caramel	0.8754
mineral	0.7288
resineux	0.8958
alliace	0.9667
fruit_a_noyau	0.7202
metal	0.7438
metallique	0.7405
peponide	0.9180
melon	0.9155
brule	0.8215
feuille	0.6653
alcool_de_fut	0.6992
ether	0.8356
boisson_fermentee	0.7785
camphre	0.8544
miel	0.8298
citronne	0.8322
racine	0.7478
oignon	0.9671
crucifere	0.9106
lacte	0.6933
fleur_d_arbre	0.7976
vin	0.8184
fromage	0.8531
poire	0.9012
banane	0.9063
champignon	0.7402
cafe	0.8752
cacao	0.8765
musque	0.9121
savon	0.8494
beurre	0.8281
noix_de_coco	0.8559
anise	0.7398
pin	0.9345
vanille	0.9111
jasmin	0.7958
ambre	0.9225
ail	0.9704
musc	0.9174
cereale	0.8902
peche	0.7962
cerise	0.8047
violette	0.8829
rhum	0.7517
