Label	AUC-ROC
vegetal	0.7116
fruite	0.7405
frais	0.7457
vegetal_vert	0.7481
doux	0.7297
gras	0.6724
floral	0.7937
boise	0.7224
vert	0.7353
aldehyde	0.7603
chimique	0.7138
empyreumatique	0.7931
balsamique	0.6977
aldehyde_frais	0.7516
fruit_exotique	0.7396
herbe	0.7240
legume	0.7848
fermentaire	0.6536
phenole	0.8178
epice	0.7112
fleur_d_arbuste	0.7265
cuit	0.7758
terreux	0.6764
fruit_sec	0.7558
fleur_du_jardin	0.7768
agrume	0.8138
oleagineux	0.7838
lactique	0.7113
soufre	0.8819
plante_aromatique	0.7382
animal	0.7042
fruit_a_coque	0.8134
moisi	0.6584
fruit_a_pepins	0.7799
torrefie	0.7853
medicinal	0.8422
vegetal_sec	0.6686
rose	0.7414
huile	0.7448
lactone	0.7766
menthe	0.8632
bois	0.8219
creme	0.6881
boissons_alcoolisees	0.8005
sucre_cuit	0.8105
baie	0.7676
poudre	0.8332
viande_cuite	0.8360
pomme	0.8471
malte	0.7727
mielle	0.7891
solvant	0.7961
ananas	0.8346
fruit_rouge	0.7409
coumarine	0.7363
caramel	0.8616
mineral	0.6894
resineux	0.8839
alliace	0.9665
fruit_a_noyau	0.7681
metal	0.7119
metallique	0.7153
peponide	0.8089
melon	0.8067
brule	0.8476
feuille	0.6345
alcool_de_fut	0.8329
ether	0.8595
boisson_fermentee	0.7668
camphre	0.9189
miel	0.7608
citronne	0.8483
racine	0.5308
oignon	0.9754
crucifere	0.7756
lacte	0.7366
fleur_d_arbre	0.7593
vin	0.7815
fromage	0.7855
poire	0.8221
banane	0.8569
champignon	0.6924
cafe	0.8413
cacao	0.7096
musque	0.9569
savon	0.7911
beurre	0.8281
noix_de_coco	0.8014
anise	0.6165
pin	0.9407
vanille	0.8795
jasmin	0.9081
ambre	0.8900
ail	0.9704
musc	0.9822
cereale	0.8915
peche	0.7969
cerise	0.7914
violette	0.8872
rhum	0.8372
