Label	AUC-ROC
vegetal	0.6995
fruite	0.7437
frais	0.7421
vegetal_vert	0.7231
doux	0.6985
gras	0.6630
floral	0.7574
boise	0.7662
vert	0.7455
aldehyde	0.7236
chimique	0.6902
empyreumatique	0.8066
balsamique	0.7598
aldehyde_frais	0.7208
fruit_exotique	0.7721
herbe	0.7105
legume	0.8158
fermentaire	0.6980
phenole	0.7657
epice	0.7160
fleur_d_arbuste	0.7877
cuit	0.7835
terreux	0.6637
fruit_sec	0.7766
fleur_du_jardin	0.7251
agrume	0.7783
oleagineux	0.8017
lactique	0.7415
soufre	0.9531
plante_aromatique	0.7805
animal	0.6824
fruit_a_coque	0.7992
moisi	0.6690
fruit_a_pepins	0.8578
torrefie	0.8566
medicinal	0.8040
vegetal_sec	0.6846
rose	0.8768
huile	0.7263
lactone	0.7287
menthe	0.8402
bois	0.8803
creme	0.7494
boissons_alcoolisees	0.7259
sucre_cuit	0.7860
baie	0.6462
poudre	0.8186
viande_cuite	0.8644
pomme	0.9253
malte	0.8698
mielle	0.7934
solvant	0.8152
ananas	0.8689
fruit_rouge	0.7392
coumarine	0.8297
caramel	0.8595
mineral	0.7161
resineux	0.9046
alliace	0.9677
fruit_a_noyau	0.7230
metal	0.7301
metallique	0.7294
peponide	0.9302
melon	0.9299
brule	0.8343
feuille	0.6727
alcool_de_fut	0.7037
ether	0.8370
boisson_fermentee	0.7702
camphre	0.8565
miel	0.8084
citronne	0.8399
racine	0.7358
oignon	0.9668
crucifere	0.9104
lacte	0.6934
fleur_d_arbre	0.7993
vin	0.8060
fromage	0.8623
poire	0.9160
banane	0.9076
champignon	0.7260
cafe	0.8769
cacao	0.8624
musque	0.8957
savon	0.8453
beurre	0.8393
noix_de_coco	0.8547
anise	0.7232
pin	0.9361
vanille	0.8989
jasmin	0.8256
ambre	0.9332
ail	0.9698
musc	0.9139
cereale	0.8933
peche	0.7989
cerise	0.8071
violette	0.8699
rhum	0.7727
