Label	AUC-ROC
vegetal	0.6969
fruite	0.7296
frais	0.7278
vegetal_vert	0.7066
doux	0.6670
gras	0.6830
floral	0.7271
boise	0.7134
vert	0.6783
aldehyde	0.7281
chimique	0.6601
empyreumatique	0.7939
balsamique	0.6525
aldehyde_frais	0.7361
fruit_exotique	0.7239
herbe	0.7050
legume	0.7749
fermentaire	0.6982
phenole	0.7951
epice	0.7097
fleur_d_arbuste	0.7327
cuit	0.7711
terreux	0.6237
fruit_sec	0.7123
fleur_du_jardin	0.7031
agrume	0.7507
oleagineux	0.7155
lactique	0.7060
soufre	0.9376
plante_aromatique	0.7101
animal	0.6258
fruit_a_coque	0.7611
moisi	0.5834
fruit_a_pepins	0.7933
torrefie	0.8252
medicinal	0.7718
vegetal_sec	0.6972
rose	0.7586
huile	0.7755
lactone	0.7060
menthe	0.8366
bois	0.8417
creme	0.7254
boissons_alcoolisees	0.8344
sucre_cuit	0.7237
baie	0.6456
poudre	0.7655
viande_cuite	0.8767
pomme	0.8147
malte	0.8310
mielle	0.8887
solvant	0.8727
ananas	0.8107
fruit_rouge	0.7088
coumarine	0.7590
caramel	0.8032
mineral	0.4974
resineux	0.8879
alliace	0.9598
fruit_a_noyau	0.7681
metal	0.5318
metallique	0.5260
peponide	0.7393
melon	0.7480
brule	0.8503
feuille	0.6920
alcool_de_fut	0.8680
ether	0.8775
boisson_fermentee	0.7653
camphre	0.9177
miel	0.9063
citronne	0.8327
racine	0.6252
oignon	0.9627
crucifere	0.8367
lacte	0.6527
fleur_d_arbre	0.7873
vin	0.7674
fromage	0.8445
poire	0.8776
banane	0.8681
champignon	0.7495
cafe	0.8484
cacao	0.7780
musque	0.8616
savon	0.7539
beurre	0.7844
noix_de_coco	0.8513
anise	0.6992
pin	0.8887
vanille	0.8248
jasmin	0.8423
ambre	0.8827
ail	0.9563
musc	0.8935
cereale	0.8752
peche	0.7513
cerise	0.7851
violette	0.7663
rhum	0.8815
