Label	AUC-ROC
vegetal	0.6888
fruite	0.7365
frais	0.7324
vegetal_vert	0.7009
doux	0.6743
gras	0.6835
floral	0.7236
boise	0.7282
vert	0.6944
aldehyde	0.7291
chimique	0.6963
empyreumatique	0.8022
balsamique	0.6786
aldehyde_frais	0.7276
fruit_exotique	0.7535
herbe	0.7044
legume	0.7774
fermentaire	0.6881
phenole	0.8118
epice	0.7092
fleur_d_arbuste	0.7412
cuit	0.7803
terreux	0.6238
fruit_sec	0.7261
fleur_du_jardin	0.7121
agrume	0.7712
oleagineux	0.7333
lactique	0.7377
soufre	0.9349
plante_aromatique	0.7029
animal	0.6482
fruit_a_coque	0.7675
moisi	0.6462
fruit_a_pepins	0.8052
torrefie	0.8181
medicinal	0.8093
vegetal_sec	0.7020
rose	0.7695
huile	0.7904
lactone	0.7804
menthe	0.8382
bois	0.8549
creme	0.7644
boissons_alcoolisees	0.8172
sucre_cuit	0.7308
baie	0.6552
poudre	0.8045
viande_cuite	0.8822
pomme	0.8435
malte	0.8159
mielle	0.8878
solvant	0.8922
ananas	0.8336
fruit_rouge	0.7359
coumarine	0.8112
caramel	0.7973
mineral	0.5948
resineux	0.8925
alliace	0.9607
fruit_a_noyau	0.8384
metal	0.6008
metallique	0.5990
peponide	0.7332
melon	0.7451
brule	0.8671
feuille	0.7249
alcool_de_fut	0.8794
ether	0.8974
boisson_fermentee	0.7598
camphre	0.9408
miel	0.9066
citronne	0.8553
racine	0.6221
oignon	0.9652
crucifere	0.8192
lacte	0.7138
fleur_d_arbre	0.7731
vin	0.7856
fromage	0.8320
poire	0.8757
banane	0.9070
champignon	0.7321
cafe	0.8855
cacao	0.7537
musque	0.8360
savon	0.7492
beurre	0.8312
noix_de_coco	0.9200
anise	0.7099
pin	0.8914
vanille	0.8519
jasmin	0.8895
ambre	0.8866
ail	0.9585
musc	0.8907
cereale	0.8703
peche	0.8110
cerise	0.8188
violette	0.8111
rhum	0.8854
