Label	AUC-ROC
vegetal	0.6609
fruite	0.7217
frais	0.7257
vegetal_vert	0.7117
doux	0.6478
gras	0.6460
floral	0.7532
boise	0.6856
vert	0.7157
aldehyde	0.7118
chimique	0.6438
empyreumatique	0.8068
balsamique	0.6855
aldehyde_frais	0.7103
fruit_exotique	0.7334
herbe	0.6979
legume	0.7287
fermentaire	0.6634
phenole	0.7381
epice	0.6759
fleur_d_arbuste	0.7702
cuit	0.7728
terreux	0.5671
fruit_sec	0.6845
fleur_du_jardin	0.7209
agrume	0.8245
oleagineux	0.7346
lactique	0.7193
soufre	0.8987
plante_aromatique	0.7194
animal	0.6868
fruit_a_coque	0.7494
moisi	0.6268
fruit_a_pepins	0.8091
torrefie	0.8312
medicinal	0.7513
vegetal_sec	0.7059
rose	0.8051
huile	0.7500
lactone	0.7214
menthe	0.8223
bois	0.8069
creme	0.7095
boissons_alcoolisees	0.8514
sucre_cuit	0.7656
baie	0.5690
poudre	0.7659
viande_cuite	0.8709
pomme	0.8684
malte	0.7835
mielle	0.7009
solvant	0.8958
ananas	0.8534
fruit_rouge	0.6484
coumarine	0.7884
caramel	0.8361
mineral	0.6417
resineux	0.8389
alliace	0.9737
fruit_a_noyau	0.7512
metal	0.6468
metallique	0.6313
peponide	0.7730
melon	0.7707
brule	0.8607
feuille	0.7088
alcool_de_fut	0.8845
ether	0.9026
boisson_fermentee	0.8254
camphre	0.8209
miel	0.6954
citronne	0.7595
racine	0.5137
oignon	0.9644
crucifere	0.7871
lacte	0.7747
fleur_d_arbre	0.7772
vin	0.8162
fromage	0.7844
poire	0.8781
banane	0.8275
champignon	0.7533
cafe	0.8777
cacao	0.7716
musque	0.8760
savon	0.7307
beurre	0.7908
noix_de_coco	0.8955
anise	0.7020
pin	0.8821
vanille	0.7828
jasmin	0.8025
ambre	0.9282
ail	0.9690
musc	0.9267
cereale	0.7983
peche	0.7704
cerise	0.7548
violette	0.8235
rhum	0.8519
