Label	AUC-ROC
vegetal	0.6871
fruite	0.7471
frais	0.7395
vegetal_vert	0.7177
doux	0.7012
gras	0.6663
floral	0.7550
boise	0.7672
vert	0.7382
aldehyde	0.7212
chimique	0.7157
empyreumatique	0.8100
balsamique	0.7584
aldehyde_frais	0.7176
fruit_exotique	0.7761
herbe	0.7110
legume	0.8205
fermentaire	0.6875
phenole	0.7788
epice	0.7150
fleur_d_arbuste	0.7870
cuit	0.7926
terreux	0.6649
fruit_sec	0.7735
fleur_du_jardin	0.7399
agrume	0.7757
oleagineux	0.7933
lactique	0.7314
soufre	0.9487
plante_aromatique	0.7748
animal	0.6959
fruit_a_coque	0.8007
moisi	0.6642
fruit_a_pepins	0.8637
torrefie	0.8668
medicinal	0.8225
vegetal_sec	0.6900
rose	0.8724
huile	0.7355
lactone	0.7232
menthe	0.8362
bois	0.8687
creme	0.7406
boissons_alcoolisees	0.7256
sucre_cuit	0.7982
baie	0.6873
poudre	0.8071
viande_cuite	0.8619
pomme	0.9123
malte	0.8684
mielle	0.8035
solvant	0.8153
ananas	0.8791
fruit_rouge	0.7243
coumarine	0.8418
caramel	0.8657
mineral	0.7164
resineux	0.8897
alliace	0.9647
fruit_a_noyau	0.6955
metal	0.7332
metallique	0.7269
peponide	0.9304
melon	0.9307
brule	0.8305
feuille	0.6669
alcool_de_fut	0.6860
ether	0.8453
boisson_fermentee	0.7899
camphre	0.8641
miel	0.8356
citronne	0.8367
racine	0.7332
oignon	0.9658
crucifere	0.9019
lacte	0.7542
fleur_d_arbre	0.7988
vin	0.8271
fromage	0.8566
poire	0.9250
banane	0.9131
champignon	0.7357
cafe	0.8785
cacao	0.8792
musque	0.9128
savon	0.8411
beurre	0.8248
noix_de_coco	0.8667
anise	0.7457
pin	0.9301
vanille	0.9260
jasmin	0.8166
ambre	0.9146
ail	0.9680
musc	0.9143
cereale	0.8865
peche	0.7580
cerise	0.8109
violette	0.8836
rhum	0.7517
