Label	AUC-ROC
vegetal	0.6596
fruite	0.7215
frais	0.7249
vegetal_vert	0.7124
doux	0.6646
gras	0.6598
floral	0.7311
boise	0.6996
vert	0.7295
aldehyde	0.7061
chimique	0.6760
empyreumatique	0.8134
balsamique	0.6974
aldehyde_frais	0.7100
fruit_exotique	0.7547
herbe	0.7036
legume	0.7419
fermentaire	0.6735
phenole	0.7672
epice	0.6682
fleur_d_arbuste	0.7572
cuit	0.7744
terreux	0.5903
fruit_sec	0.7222
fleur_du_jardin	0.7155
agrume	0.8245
oleagineux	0.7768
lactique	0.7258
soufre	0.9035
plante_aromatique	0.7331
animal	0.7124
fruit_a_coque	0.7720
moisi	0.6494
fruit_a_pepins	0.8277
torrefie	0.8390
medicinal	0.7970
vegetal_sec	0.6996
rose	0.7940
huile	0.7693
lactone	0.7625
menthe	0.8426
bois	0.7984
creme	0.7264
boissons_alcoolisees	0.8368
sucre_cuit	0.7781
baie	0.7013
poudre	0.7714
viande_cuite	0.8794
pomme	0.9027
malte	0.7978
mielle	0.7375
solvant	0.9160
ananas	0.8513
fruit_rouge	0.6839
coumarine	0.7966
caramel	0.8427
mineral	0.6365
resineux	0.8468
alliace	0.9764
fruit_a_noyau	0.7587
metal	0.6554
metallique	0.6417
peponide	0.7745
melon	0.7756
brule	0.8747
feuille	0.7290
alcool_de_fut	0.8836
ether	0.9233
boisson_fermentee	0.8054
camphre	0.8184
miel	0.7265
citronne	0.7569
racine	0.5112
oignon	0.9671
crucifere	0.8083
lacte	0.7209
fleur_d_arbre	0.7587
vin	0.8017
fromage	0.7912
poire	0.8802
banane	0.8643
champignon	0.7598
cafe	0.8654
cacao	0.8095
musque	0.9017
savon	0.7439
beurre	0.8142
noix_de_coco	0.9123
anise	0.7102
pin	0.9117
vanille	0.8117
jasmin	0.8176
ambre	0.9464
ail	0.9697
musc	0.9344
cereale	0.8132
peche	0.7674
cerise	0.7439
violette	0.7824
rhum	0.8639
