Label	AUC-ROC
vegetal	0.6627
fruite	0.7239
frais	0.7349
vegetal_vert	0.7130
doux	0.6735
gras	0.6621
floral	0.7167
boise	0.7002
vert	0.7200
aldehyde	0.7092
chimique	0.6491
empyreumatique	0.8103
balsamique	0.7063
aldehyde_frais	0.7106
fruit_exotique	0.7335
herbe	0.7015
legume	0.7225
fermentaire	0.6813
phenole	0.7551
epice	0.6780
fleur_d_arbuste	0.7421
cuit	0.7642
terreux	0.5814
fruit_sec	0.7053
fleur_du_jardin	0.7057
agrume	0.8300
oleagineux	0.7447
lactique	0.7364
soufre	0.8934
plante_aromatique	0.7182
animal	0.7100
fruit_a_coque	0.7599
moisi	0.6589
fruit_a_pepins	0.8233
torrefie	0.8391
medicinal	0.7808
vegetal_sec	0.7190
rose	0.7674
huile	0.7431
lactone	0.7485
menthe	0.8260
bois	0.7909
creme	0.7291
boissons_alcoolisees	0.8370
sucre_cuit	0.7786
baie	0.6751
poudre	0.7653
viande_cuite	0.8542
pomme	0.8834
malte	0.7923
mielle	0.7338
solvant	0.9037
ananas	0.8427
fruit_rouge	0.6451
coumarine	0.7663
caramel	0.8502
mineral	0.6574
resineux	0.8320
alliace	0.9736
fruit_a_noyau	0.7563
metal	0.6625
metallique	0.6372
peponide	0.7686
melon	0.7696
brule	0.8721
feuille	0.7200
alcool_de_fut	0.8761
ether	0.9306
boisson_fermentee	0.8127
camphre	0.8199
miel	0.7059
citronne	0.7639
racine	0.4882
oignon	0.9651
crucifere	0.7984
lacte	0.7770
fleur_d_arbre	0.7896
vin	0.8054
fromage	0.7968
poire	0.8875
banane	0.8432
champignon	0.7206
cafe	0.8842
cacao	0.7804
musque	0.9054
savon	0.6974
beurre	0.8201
noix_de_coco	0.9113
anise	0.7439
pin	0.8823
vanille	0.8041
jasmin	0.7962
ambre	0.9534
ail	0.9688
musc	0.9417
cereale	0.7979
peche	0.7478
cerise	0.7054
violette	0.7888
rhum	0.8418
