Label	AUC-ROC
vegetal	0.6492
fruite	0.7522
frais	0.7064
vegetal_vert	0.6997
doux	0.7166
gras	0.6925
floral	0.7583
boise	0.7198
vert	0.6943
aldehyde	0.7034
chimique	0.7159
empyreumatique	0.8628
balsamique	0.7289
aldehyde_frais	0.6750
fruit_exotique	0.7668
herbe	0.6680
legume	0.7445
fermentaire	0.6768
phenole	0.8122
epice	0.7318
fleur_d_arbuste	0.7586
cuit	0.8599
terreux	0.6540
fruit_sec	0.7714
fleur_du_jardin	0.7120
agrume	0.7792
oleagineux	0.7936
lactique	0.7113
soufre	0.9482
plante_aromatique	0.7018
animal	0.7303
fruit_a_coque	0.7620
moisi	0.6595
fruit_a_pepins	0.8512
torrefie	0.8495
medicinal	0.8281
vegetal_sec	0.6973
rose	0.7364
huile	0.6862
lactone	0.7620
menthe	0.8557
bois	0.7856
creme	0.7406
boissons_alcoolisees	0.8319
sucre_cuit	0.8028
baie	0.6792
poudre	0.7791
viande_cuite	0.9415
pomme	0.8914
malte	0.8015
mielle	0.7389
solvant	0.8678
ananas	0.8344
fruit_rouge	0.8214
coumarine	0.8024
caramel	0.8212
mineral	0.7031
resineux	0.8503
alliace	0.9748
fruit_a_noyau	0.7900
metal	0.7197
metallique	0.7064
peponide	0.7646
melon	0.7593
brule	0.8576
feuille	0.7112
alcool_de_fut	0.8815
ether	0.8790
boisson_fermentee	0.7984
camphre	0.8864
miel	0.7877
citronne	0.8333
racine	0.5951
oignon	0.9752
crucifere	0.8849
lacte	0.6638
fleur_d_arbre	0.7858
vin	0.8179
fromage	0.8171
poire	0.9173
banane	0.8673
champignon	0.7456
cafe	0.9200
cacao	0.8116
musque	0.9003
savon	0.8466
beurre	0.7977
noix_de_coco	0.9519
anise	0.7952
pin	0.8511
vanille	0.9250
jasmin	0.7949
ambre	0.8868
ail	0.9768
musc	0.9187
cereale	0.8573
peche	0.7852
cerise	0.8743
violette	0.7797
rhum	0.8695
