Label	AUC-ROC
vegetal	0.6933
fruite	0.7434
frais	0.7269
vegetal_vert	0.6990
doux	0.6663
gras	0.6827
floral	0.7370
boise	0.7250
vert	0.6851
aldehyde	0.7211
chimique	0.6839
empyreumatique	0.8055
balsamique	0.6786
aldehyde_frais	0.7288
fruit_exotique	0.7598
herbe	0.6983
legume	0.7772
fermentaire	0.7045
phenole	0.8044
epice	0.7125
fleur_d_arbuste	0.7430
cuit	0.7770
terreux	0.6031
fruit_sec	0.7328
fleur_du_jardin	0.7128
agrume	0.7744
oleagineux	0.7395
lactique	0.7294
soufre	0.9400
plante_aromatique	0.7241
animal	0.6421
fruit_a_coque	0.7671
moisi	0.6212
fruit_a_pepins	0.8066
torrefie	0.8326
medicinal	0.7934
vegetal_sec	0.6991
rose	0.7585
huile	0.7815
lactone	0.7695
menthe	0.8494
bois	0.8586
creme	0.7540
boissons_alcoolisees	0.8274
sucre_cuit	0.7255
baie	0.6878
poudre	0.7855
viande_cuite	0.8885
pomme	0.8346
malte	0.8235
mielle	0.8895
solvant	0.8856
ananas	0.8403
fruit_rouge	0.7222
coumarine	0.7915
caramel	0.7928
mineral	0.5471
resineux	0.8850
alliace	0.9601
fruit_a_noyau	0.8487
metal	0.5596
metallique	0.5659
peponide	0.7277
melon	0.7408
brule	0.8658
feuille	0.7029
alcool_de_fut	0.8858
ether	0.8986
boisson_fermentee	0.7623
camphre	0.9330
miel	0.9089
citronne	0.8675
racine	0.6078
oignon	0.9641
crucifere	0.8353
lacte	0.7278
fleur_d_arbre	0.7909
vin	0.7832
fromage	0.8437
poire	0.8717
banane	0.9085
champignon	0.7102
cafe	0.8734
cacao	0.7738
musque	0.8507
savon	0.7527
beurre	0.8135
noix_de_coco	0.9029
anise	0.7394
pin	0.9009
vanille	0.8529
jasmin	0.8674
ambre	0.8777
ail	0.9583
musc	0.8903
cereale	0.8685
peche	0.8101
cerise	0.7689
violette	0.7783
rhum	0.8848
