Label	AUC-ROC
vegetal	0.6934
fruite	0.7478
frais	0.7364
vegetal_vert	0.7123
doux	0.6760
gras	0.6532
floral	0.7472
boise	0.7639
vert	0.7426
aldehyde	0.7129
chimique	0.7025
empyreumatique	0.8163
balsamique	0.7549
aldehyde_frais	0.7038
fruit_exotique	0.7632
herbe	0.6951
legume	0.8090
fermentaire	0.6949
phenole	0.7727
epice	0.7362
fleur_d_arbuste	0.7796
cuit	0.7940
terreux	0.6343
fruit_sec	0.7835
fleur_du_jardin	0.7383
agrume	0.7728
oleagineux	0.8018
lactique	0.7339
soufre	0.9522
plante_aromatique	0.7823
animal	0.6764
fruit_a_coque	0.8028
moisi	0.6638
fruit_a_pepins	0.8572
torrefie	0.8691
medicinal	0.8204
vegetal_sec	0.6703
rose	0.8689
huile	0.7353
lactone	0.7243
menthe	0.8398
bois	0.8712
creme	0.7616
boissons_alcoolisees	0.7418
sucre_cuit	0.8016
baie	0.6815
poudre	0.8097
viande_cuite	0.8621
pomme	0.9067
malte	0.8635
mielle	0.8068
solvant	0.8056
ananas	0.8606
fruit_rouge	0.7031
coumarine	0.8172
caramel	0.8731
mineral	0.6977
resineux	0.9049
alliace	0.9658
fruit_a_noyau	0.7240
metal	0.7135
metallique	0.7074
peponide	0.9225
melon	0.9208
brule	0.8291
feuille	0.6722
alcool_de_fut	0.6896
ether	0.8228
boisson_fermentee	0.8013
camphre	0.8684
miel	0.8298
citronne	0.8225
racine	0.7398
oignon	0.9672
crucifere	0.9107
lacte	0.6877
fleur_d_arbre	0.7738
vin	0.8351
fromage	0.8683
poire	0.9161
banane	0.9182
champignon	0.7231
cafe	0.8771
cacao	0.8798
musque	0.9105
savon	0.8439
beurre	0.8300
noix_de_coco	0.8584
anise	0.7728
pin	0.9325
vanille	0.9163
jasmin	0.7876
ambre	0.9366
ail	0.9685
musc	0.9235
cereale	0.8917
peche	0.8105
cerise	0.7966
violette	0.8785
rhum	0.7491
