Label	AUC-ROC
vegetal	0.6398
fruite	0.7512
frais	0.7115
vegetal_vert	0.6899
doux	0.7208
gras	0.6811
floral	0.7448
boise	0.7137
vert	0.6859
aldehyde	0.6943
chimique	0.7033
empyreumatique	0.8590
balsamique	0.7397
aldehyde_frais	0.6732
fruit_exotique	0.7609
herbe	0.6675
legume	0.7416
fermentaire	0.6832
phenole	0.7925
epice	0.7162
fleur_d_arbuste	0.7596
cuit	0.8537
terreux	0.6496
fruit_sec	0.7665
fleur_du_jardin	0.6921
agrume	0.7887
oleagineux	0.7786
lactique	0.6923
soufre	0.9482
plante_aromatique	0.7124
animal	0.7483
fruit_a_coque	0.7742
moisi	0.6649
fruit_a_pepins	0.8387
torrefie	0.8456
medicinal	0.8072
vegetal_sec	0.7169
rose	0.7359
huile	0.6906
lactone	0.7756
menthe	0.8427
bois	0.7701
creme	0.6984
boissons_alcoolisees	0.8259
sucre_cuit	0.7932
baie	0.6515
poudre	0.8006
viande_cuite	0.9222
pomme	0.8854
malte	0.7938
mielle	0.7421
solvant	0.8743
ananas	0.8166
fruit_rouge	0.7917
coumarine	0.8318
caramel	0.8280
mineral	0.6880
resineux	0.8481
alliace	0.9729
fruit_a_noyau	0.7868
metal	0.7061
metallique	0.6925
peponide	0.7583
melon	0.7536
brule	0.8641
feuille	0.6639
alcool_de_fut	0.8792
ether	0.8809
boisson_fermentee	0.7991
camphre	0.8883
miel	0.7791
citronne	0.8360
racine	0.5817
oignon	0.9730
crucifere	0.8715
lacte	0.6107
fleur_d_arbre	0.7695
vin	0.8217
fromage	0.8187
poire	0.9056
banane	0.8652
champignon	0.7149
cafe	0.9166
cacao	0.7806
musque	0.9075
savon	0.8394
beurre	0.7920
noix_de_coco	0.9225
anise	0.8086
pin	0.8707
vanille	0.9201
jasmin	0.8092
ambre	0.8906
ail	0.9782
musc	0.9147
cereale	0.8797
peche	0.8018
cerise	0.8712
violette	0.7320
rhum	0.8561
