Label	AUC-ROC
vegetal	0.6883
fruite	0.7497
frais	0.7315
vegetal_vert	0.7040
doux	0.6925
gras	0.6865
floral	0.7392
boise	0.7407
vert	0.6967
aldehyde	0.7327
chimique	0.7200
empyreumatique	0.8066
balsamique	0.6975
aldehyde_frais	0.7285
fruit_exotique	0.7667
herbe	0.7024
legume	0.7905
fermentaire	0.6917
phenole	0.8172
epice	0.7127
fleur_d_arbuste	0.7396
cuit	0.7770
terreux	0.6364
fruit_sec	0.7439
fleur_du_jardin	0.7294
agrume	0.7863
oleagineux	0.7506
lactique	0.7372
soufre	0.9365
plante_aromatique	0.7209
animal	0.6756
fruit_a_coque	0.7575
moisi	0.6540
fruit_a_pepins	0.8008
torrefie	0.8425
medicinal	0.8141
vegetal_sec	0.7029
rose	0.7743
huile	0.7806
lactone	0.7871
menthe	0.8454
bois	0.8581
creme	0.7685
boissons_alcoolisees	0.8157
sucre_cuit	0.7308
baie	0.6929
poudre	0.8061
viande_cuite	0.8874
pomme	0.8318
malte	0.8289
mielle	0.8929
solvant	0.9037
ananas	0.8405
fruit_rouge	0.7683
coumarine	0.8066
caramel	0.7941
mineral	0.5919
resineux	0.8951
alliace	0.9619
fruit_a_noyau	0.8547
metal	0.5967
metallique	0.5994
peponide	0.7570
melon	0.7658
brule	0.8567
feuille	0.7233
alcool_de_fut	0.8792
ether	0.9083
boisson_fermentee	0.7731
camphre	0.9428
miel	0.9055
citronne	0.8678
racine	0.6721
oignon	0.9668
crucifere	0.8008
lacte	0.7367
fleur_d_arbre	0.7798
vin	0.7928
fromage	0.7989
poire	0.8676
banane	0.9192
champignon	0.7359
cafe	0.8978
cacao	0.8046
musque	0.8449
savon	0.7527
beurre	0.8329
noix_de_coco	0.9265
anise	0.6781
pin	0.9079
vanille	0.8720
jasmin	0.8723
ambre	0.8813
ail	0.9613
musc	0.8963
cereale	0.8530
peche	0.8115
cerise	0.8137
violette	0.8088
rhum	0.8761
