Label	AUC-ROC
vegetal	0.7074
fruite	0.7481
frais	0.7331
vegetal_vert	0.7144
doux	0.6687
gras	0.6845
floral	0.7357
boise	0.7232
vert	0.6935
aldehyde	0.7316
chimique	0.6990
empyreumatique	0.8060
balsamique	0.6768
aldehyde_frais	0.7343
fruit_exotique	0.7629
herbe	0.7098
legume	0.7662
fermentaire	0.7022
phenole	0.8021
epice	0.7091
fleur_d_arbuste	0.7460
cuit	0.7714
terreux	0.5855
fruit_sec	0.7303
fleur_du_jardin	0.7188
agrume	0.7869
oleagineux	0.7418
lactique	0.7120
soufre	0.9359
plante_aromatique	0.7264
animal	0.6384
fruit_a_coque	0.7513
moisi	0.6360
fruit_a_pepins	0.7980
torrefie	0.8437
medicinal	0.7786
vegetal_sec	0.7158
rose	0.7595
huile	0.7781
lactone	0.7621
menthe	0.8579
bois	0.8634
creme	0.7243
boissons_alcoolisees	0.8287
sucre_cuit	0.7359
baie	0.7137
poudre	0.7996
viande_cuite	0.8858
pomme	0.8282
malte	0.8220
mielle	0.8880
solvant	0.8763
ananas	0.8464
fruit_rouge	0.7453
coumarine	0.8023
caramel	0.7792
mineral	0.5704
resineux	0.8840
alliace	0.9593
fruit_a_noyau	0.8213
metal	0.5701
metallique	0.5744
peponide	0.7620
melon	0.7697
brule	0.8461
feuille	0.6699
alcool_de_fut	0.8861
ether	0.8769
boisson_fermentee	0.7616
camphre	0.9339
miel	0.9037
citronne	0.8868
racine	0.6113
oignon	0.9613
crucifere	0.8054
lacte	0.7317
fleur_d_arbre	0.7900
vin	0.7797
fromage	0.8135
poire	0.8620
banane	0.9002
champignon	0.7097
cafe	0.8779
cacao	0.7875
musque	0.8223
savon	0.7344
beurre	0.7966
noix_de_coco	0.9203
anise	0.7004
pin	0.8837
vanille	0.8089
jasmin	0.8242
ambre	0.8810
ail	0.9563
musc	0.8901
cereale	0.8474
peche	0.7690
cerise	0.7593
violette	0.8003
rhum	0.8687
