Label	AUC-ROC
vegetal	0.6597
fruite	0.7422
frais	0.7389
vegetal_vert	0.7183
doux	0.6788
gras	0.6642
floral	0.7694
boise	0.7101
vert	0.7181
aldehyde	0.7187
chimique	0.7013
empyreumatique	0.8242
balsamique	0.7076
aldehyde_frais	0.7332
fruit_exotique	0.7532
herbe	0.7272
legume	0.7452
fermentaire	0.6828
phenole	0.7787
epice	0.6916
fleur_d_arbuste	0.7873
cuit	0.7810
terreux	0.6218
fruit_sec	0.7233
fleur_du_jardin	0.7546
agrume	0.8323
oleagineux	0.7780
lactique	0.7203
soufre	0.8996
plante_aromatique	0.7294
animal	0.7248
fruit_a_coque	0.7757
moisi	0.6589
fruit_a_pepins	0.8374
torrefie	0.8484
medicinal	0.8244
vegetal_sec	0.7251
rose	0.8199
huile	0.7647
lactone	0.7762
menthe	0.8605
bois	0.8003
creme	0.7312
boissons_alcoolisees	0.8550
sucre_cuit	0.7819
baie	0.6780
poudre	0.8010
viande_cuite	0.9011
pomme	0.9070
malte	0.7963
mielle	0.7352
solvant	0.9180
ananas	0.8635
fruit_rouge	0.6938
coumarine	0.8031
caramel	0.8489
mineral	0.6251
resineux	0.8542
alliace	0.9725
fruit_a_noyau	0.7930
metal	0.6345
metallique	0.6218
peponide	0.7843
melon	0.7836
brule	0.8859
feuille	0.7280
alcool_de_fut	0.8865
ether	0.9304
boisson_fermentee	0.8225
camphre	0.8524
miel	0.7444
citronne	0.7625
racine	0.4937
oignon	0.9615
crucifere	0.7979
lacte	0.7375
fleur_d_arbre	0.7826
vin	0.8281
fromage	0.7905
poire	0.9050
banane	0.8712
champignon	0.7636
cafe	0.8985
cacao	0.7940
musque	0.9055
savon	0.7366
beurre	0.8184
noix_de_coco	0.9239
anise	0.7383
pin	0.9175
vanille	0.8354
jasmin	0.8068
ambre	0.9453
ail	0.9663
musc	0.9380
cereale	0.8242
peche	0.8084
cerise	0.7950
violette	0.8558
rhum	0.8487
