Label	AUC-ROC
vegetal	0.7006
fruite	0.7276
frais	0.7304
vegetal_vert	0.7381
doux	0.6984
gras	0.6630
floral	0.7593
boise	0.7024
vert	0.7144
aldehyde	0.7558
chimique	0.6659
empyreumatique	0.7902
balsamique	0.6683
aldehyde_frais	0.7306
fruit_exotique	0.7070
herbe	0.7044
legume	0.7613
fermentaire	0.6370
phenole	0.7896
epice	0.7090
fleur_d_arbuste	0.7208
cuit	0.7637
terreux	0.6639
fruit_sec	0.7238
fleur_du_jardin	0.7244
agrume	0.7851
oleagineux	0.7398
lactique	0.6647
soufre	0.8799
plante_aromatique	0.7509
animal	0.7010
fruit_a_coque	0.7981
moisi	0.6605
fruit_a_pepins	0.7454
torrefie	0.7777
medicinal	0.8011
vegetal_sec	0.6541
rose	0.7397
huile	0.7223
lactone	0.7226
menthe	0.8366
bois	0.8150
creme	0.6148
boissons_alcoolisees	0.7646
sucre_cuit	0.7871
baie	0.6445
poudre	0.8084
viande_cuite	0.8261
pomme	0.8116
malte	0.7712
mielle	0.7955
solvant	0.7709
ananas	0.8014
fruit_rouge	0.6897
coumarine	0.6646
caramel	0.8449
mineral	0.6985
resineux	0.8758
alliace	0.9501
fruit_a_noyau	0.7382
metal	0.7096
metallique	0.7140
peponide	0.7926
melon	0.7927
brule	0.8259
feuille	0.5858
alcool_de_fut	0.8013
ether	0.8441
boisson_fermentee	0.7222
camphre	0.9019
miel	0.7650
citronne	0.7984
racine	0.6247
oignon	0.9769
crucifere	0.7945
lacte	0.6418
fleur_d_arbre	0.7669
vin	0.7444
fromage	0.7939
poire	0.7975
banane	0.8213
champignon	0.6727
cafe	0.8135
cacao	0.7054
musque	0.9356
savon	0.7845
beurre	0.8233
noix_de_coco	0.7156
anise	0.6063
pin	0.9378
vanille	0.8456
jasmin	0.8650
ambre	0.8948
ail	0.9670
musc	0.9740
cereale	0.8569
peche	0.7739
cerise	0.7292
violette	0.8199
rhum	0.8196
