Label	AUC-ROC
vegetal	0.6662
fruite	0.7294
frais	0.7326
vegetal_vert	0.7186
doux	0.6574
gras	0.6500
floral	0.7483
boise	0.6994
vert	0.7233
aldehyde	0.7197
chimique	0.6558
empyreumatique	0.8089
balsamique	0.6906
aldehyde_frais	0.7259
fruit_exotique	0.7475
herbe	0.7133
legume	0.7411
fermentaire	0.6702
phenole	0.7439
epice	0.6752
fleur_d_arbuste	0.7557
cuit	0.7729
terreux	0.5840
fruit_sec	0.7020
fleur_du_jardin	0.7168
agrume	0.8255
oleagineux	0.7505
lactique	0.7113
soufre	0.8910
plante_aromatique	0.7324
animal	0.6837
fruit_a_coque	0.7550
moisi	0.6557
fruit_a_pepins	0.8121
torrefie	0.8370
medicinal	0.7687
vegetal_sec	0.7051
rose	0.8002
huile	0.7628
lactone	0.7567
menthe	0.8379
bois	0.7992
creme	0.6981
boissons_alcoolisees	0.8459
sucre_cuit	0.7759
baie	0.6960
poudre	0.7513
viande_cuite	0.8712
pomme	0.8834
malte	0.7792
mielle	0.7166
solvant	0.9093
ananas	0.8533
fruit_rouge	0.6873
coumarine	0.8067
caramel	0.8425
mineral	0.6613
resineux	0.8396
alliace	0.9675
fruit_a_noyau	0.7758
metal	0.6647
metallique	0.6513
peponide	0.7719
melon	0.7734
brule	0.8640
feuille	0.7344
alcool_de_fut	0.8767
ether	0.9129
boisson_fermentee	0.8216
camphre	0.8290
miel	0.6949
citronne	0.7680
racine	0.5363
oignon	0.9579
crucifere	0.7778
lacte	0.7311
fleur_d_arbre	0.7693
vin	0.8271
fromage	0.7884
poire	0.8829
banane	0.8539
champignon	0.7306
cafe	0.8761
cacao	0.7739
musque	0.8869
savon	0.7389
beurre	0.8172
noix_de_coco	0.9070
anise	0.7002
pin	0.8952
vanille	0.7898
jasmin	0.8214
ambre	0.9317
ail	0.9698
musc	0.9195
cereale	0.8016
peche	0.7852
cerise	0.7557
violette	0.8223
rhum	0.8479
