Label	AUC-ROC
vegetal	0.7005
fruite	0.7250
frais	0.7335
vegetal_vert	0.7356
doux	0.7123
gras	0.6599
floral	0.7748
boise	0.7167
vert	0.7208
aldehyde	0.7621
chimique	0.6943
empyreumatique	0.7961
balsamique	0.6877
aldehyde_frais	0.7525
fruit_exotique	0.7448
herbe	0.7287
legume	0.7552
fermentaire	0.6548
phenole	0.8191
epice	0.7403
fleur_d_arbuste	0.7338
cuit	0.7747
terreux	0.7083
fruit_sec	0.7513
fleur_du_jardin	0.7585
agrume	0.8154
oleagineux	0.7798
lactique	0.7144
soufre	0.8819
plante_aromatique	0.7529
animal	0.6889
fruit_a_coque	0.8117
moisi	0.6885
fruit_a_pepins	0.7641
torrefie	0.7917
medicinal	0.8531
vegetal_sec	0.6685
rose	0.7433
huile	0.7317
lactone	0.7884
menthe	0.8801
bois	0.8143
creme	0.6795
boissons_alcoolisees	0.7976
sucre_cuit	0.7935
baie	0.7485
poudre	0.8300
viande_cuite	0.8307
pomme	0.8443
malte	0.7723
mielle	0.7773
solvant	0.7970
ananas	0.8647
fruit_rouge	0.7452
coumarine	0.7934
caramel	0.8454
mineral	0.6639
resineux	0.8732
alliace	0.9629
fruit_a_noyau	0.7749
metal	0.6838
metallique	0.6768
peponide	0.7660
melon	0.7620
brule	0.8538
feuille	0.6108
alcool_de_fut	0.8335
ether	0.8625
boisson_fermentee	0.7463
camphre	0.9292
miel	0.7439
citronne	0.8009
racine	0.5433
oignon	0.9778
crucifere	0.7800
lacte	0.7565
fleur_d_arbre	0.7469
vin	0.7729
fromage	0.7903
poire	0.8119
banane	0.8404
champignon	0.6821
cafe	0.8416
cacao	0.6953
musque	0.9530
savon	0.7888
beurre	0.8352
noix_de_coco	0.8231
anise	0.6332
pin	0.9335
vanille	0.8724
jasmin	0.8613
ambre	0.9104
ail	0.9695
musc	0.9771
cereale	0.8825
peche	0.8084
cerise	0.8412
violette	0.8715
rhum	0.8554
