Label	AUC-ROC
vegetal	0.6635
fruite	0.7405
frais	0.7389
vegetal_vert	0.7186
doux	0.6731
gras	0.6708
floral	0.7646
boise	0.7049
vert	0.7170
aldehyde	0.7213
chimique	0.7164
empyreumatique	0.8203
balsamique	0.6981
aldehyde_frais	0.7230
fruit_exotique	0.7501
herbe	0.7151
legume	0.7488
fermentaire	0.6749
phenole	0.7711
epice	0.6873
fleur_d_arbuste	0.7847
cuit	0.7801
terreux	0.6140
fruit_sec	0.7271
fleur_du_jardin	0.7497
agrume	0.8303
oleagineux	0.7781
lactique	0.7165
soufre	0.9046
plante_aromatique	0.7205
animal	0.7173
fruit_a_coque	0.7770
moisi	0.6471
fruit_a_pepins	0.8284
torrefie	0.8454
medicinal	0.8099
vegetal_sec	0.7168
rose	0.8103
huile	0.7697
lactone	0.7517
menthe	0.8598
bois	0.8045
creme	0.6996
boissons_alcoolisees	0.8641
sucre_cuit	0.7857
baie	0.6960
poudre	0.7907
viande_cuite	0.8919
pomme	0.8888
malte	0.8014
mielle	0.7413
solvant	0.9193
ananas	0.8465
fruit_rouge	0.7305
coumarine	0.7883
caramel	0.8346
mineral	0.6345
resineux	0.8446
alliace	0.9748
fruit_a_noyau	0.7871
metal	0.6418
metallique	0.6270
peponide	0.7939
melon	0.7921
brule	0.8838
feuille	0.7284
alcool_de_fut	0.8861
ether	0.9257
boisson_fermentee	0.8315
camphre	0.8457
miel	0.7413
citronne	0.7625
racine	0.4854
oignon	0.9650
crucifere	0.8050
lacte	0.7287
fleur_d_arbre	0.7841
vin	0.8305
fromage	0.7913
poire	0.9025
banane	0.8520
champignon	0.7632
cafe	0.8896
cacao	0.8050
musque	0.9193
savon	0.7178
beurre	0.8107
noix_de_coco	0.8858
anise	0.7171
pin	0.9094
vanille	0.8097
jasmin	0.8200
ambre	0.9538
ail	0.9717
musc	0.9495
cereale	0.8139
peche	0.7927
cerise	0.7830
violette	0.8316
rhum	0.8705
