Label	AUC-ROC
vegetal	0.7086
fruite	0.7275
frais	0.7411
vegetal_vert	0.7439
doux	0.7205
gras	0.6635
floral	0.7780
boise	0.7259
vert	0.7268
aldehyde	0.7614
chimique	0.7086
empyreumatique	0.7966
balsamique	0.7178
aldehyde_frais	0.7477
fruit_exotique	0.7429
herbe	0.7267
legume	0.7609
fermentaire	0.6570
phenole	0.8264
epice	0.7487
fleur_d_arbuste	0.7361
cuit	0.7732
terreux	0.7134
fruit_sec	0.7561
fleur_du_jardin	0.7705
agrume	0.8111
oleagineux	0.7869
lactique	0.7107
soufre	0.8895
plante_aromatique	0.7527
animal	0.7040
fruit_a_coque	0.8129
moisi	0.6953
fruit_a_pepins	0.7882
torrefie	0.7890
medicinal	0.8714
vegetal_sec	0.6832
rose	0.7549
huile	0.7381
lactone	0.7953
menthe	0.8803
bois	0.8171
creme	0.6902
boissons_alcoolisees	0.7982
sucre_cuit	0.7998
baie	0.7649
poudre	0.8318
viande_cuite	0.8294
pomme	0.8549
malte	0.7642
mielle	0.8041
solvant	0.7933
ananas	0.8643
fruit_rouge	0.7439
coumarine	0.8074
caramel	0.8444
mineral	0.6763
resineux	0.8570
alliace	0.9716
fruit_a_noyau	0.7599
metal	0.6909
metallique	0.6955
peponide	0.7704
melon	0.7698
brule	0.8574
feuille	0.6773
alcool_de_fut	0.8410
ether	0.8656
boisson_fermentee	0.7451
camphre	0.9303
miel	0.7702
citronne	0.8306
racine	0.5682
oignon	0.9808
crucifere	0.7824
lacte	0.7521
fleur_d_arbre	0.7585
vin	0.7716
fromage	0.7846
poire	0.8440
banane	0.8444
champignon	0.6706
cafe	0.8527
cacao	0.7050
musque	0.9563
savon	0.7927
beurre	0.8364
noix_de_coco	0.8314
anise	0.6664
pin	0.9182
vanille	0.8836
jasmin	0.8730
ambre	0.9211
ail	0.9757
musc	0.9800
cereale	0.8743
peche	0.8022
cerise	0.8229
violette	0.8663
rhum	0.8434
