Label	AUC-ROC
vegetal	0.6396
fruite	0.7338
frais	0.7045
vegetal_vert	0.6901
doux	0.7023
gras	0.6762
floral	0.7341
boise	0.7142
vert	0.6911
aldehyde	0.6905
chimique	0.7065
empyreumatique	0.8648
balsamique	0.7090
aldehyde_frais	0.6676
fruit_exotique	0.7417
herbe	0.6600
legume	0.7338
fermentaire	0.6815
phenole	0.8013
epice	0.7328
fleur_d_arbuste	0.7428
cuit	0.8638
terreux	0.6646
fruit_sec	0.7647
fleur_du_jardin	0.6909
agrume	0.7854
oleagineux	0.7842
lactique	0.6850
soufre	0.9411
plante_aromatique	0.6936
animal	0.7028
fruit_a_coque	0.7682
moisi	0.6638
fruit_a_pepins	0.8197
torrefie	0.8519
medicinal	0.8074
vegetal_sec	0.7034
rose	0.7191
huile	0.6811
lactone	0.7365
menthe	0.8279
bois	0.7719
creme	0.7100
boissons_alcoolisees	0.8128
sucre_cuit	0.8112
baie	0.5905
poudre	0.7913
viande_cuite	0.9378
pomme	0.8663
malte	0.7986
mielle	0.7299
solvant	0.8851
ananas	0.8269
fruit_rouge	0.7799
coumarine	0.7934
caramel	0.8307
mineral	0.6743
resineux	0.8367
alliace	0.9704
fruit_a_noyau	0.7937
metal	0.6916
metallique	0.6796
peponide	0.7628
melon	0.7579
brule	0.8588
feuille	0.6412
alcool_de_fut	0.8618
ether	0.8976
boisson_fermentee	0.7951
camphre	0.8633
miel	0.7571
citronne	0.8557
racine	0.6105
oignon	0.9694
crucifere	0.8543
lacte	0.6597
fleur_d_arbre	0.7592
vin	0.8212
fromage	0.8091
poire	0.8919
banane	0.8836
champignon	0.7266
cafe	0.9223
cacao	0.7856
musque	0.8724
savon	0.8421
beurre	0.7613
noix_de_coco	0.9266
anise	0.8076
pin	0.8596
vanille	0.9252
jasmin	0.7729
ambre	0.8824
ail	0.9747
musc	0.9105
cereale	0.8685
peche	0.8046
cerise	0.8674
violette	0.7373
rhum	0.8386
