Label	AUC-ROC
vegetal	0.6269
fruite	0.6713
frais	0.6507
vegetal_vert	0.6059
doux	0.5957
gras	0.5821
floral	0.6621
boise	0.6748
vert	0.6435
aldehyde	0.6177
chimique	0.6344
empyreumatique	0.8007
balsamique	0.5753
aldehyde_frais	0.6085
fruit_exotique	0.6413
herbe	0.6109
legume	0.7123
fermentaire	0.6007
phenole	0.7371
epice	0.6894
fleur_d_arbuste	0.6811
cuit	0.8105
terreux	0.5595
fruit_sec	0.6882
fleur_du_jardin	0.6167
agrume	0.7200
oleagineux	0.7006
lactique	0.5882
soufre	0.9235
plante_aromatique	0.7099
animal	0.6731
fruit_a_coque	0.7501
moisi	0.5647
fruit_a_pepins	0.7477
torrefie	0.7523
medicinal	0.7353
vegetal_sec	0.6244
rose	0.6538
huile	0.6310
lactone	0.6368
menthe	0.8065
bois	0.7328
creme	0.5219
boissons_alcoolisees	0.6901
sucre_cuit	0.7159
baie	0.5953
poudre	0.6700
viande_cuite	0.8768
pomme	0.7981
malte	0.7575
mielle	0.7051
solvant	0.8381
ananas	0.7356
fruit_rouge	0.6488
coumarine	0.6665
caramel	0.7863
mineral	0.6512
resineux	0.7903
alliace	0.9242
fruit_a_noyau	0.7234
metal	0.6759
metallique	0.6352
peponide	0.7340
melon	0.7088
brule	0.8500
feuille	0.6641
alcool_de_fut	0.7608
ether	0.8063
boisson_fermentee	0.7151
camphre	0.8054
miel	0.7458
citronne	0.7312
racine	0.6298
oignon	0.9570
crucifere	0.8110
lacte	0.4922
fleur_d_arbre	0.6077
vin	0.6724
fromage	0.8384
poire	0.8859
banane	0.7959
champignon	0.6834
cafe	0.8721
cacao	0.6861
musque	0.8292
savon	0.8066
beurre	0.6378
noix_de_coco	0.4153
anise	0.7661
pin	0.7390
vanille	0.8868
jasmin	0.6924
ambre	0.8201
ail	0.9727
musc	0.8864
cereale	0.8794
peche	0.7126
cerise	0.7245
violette	0.7223
rhum	0.6867
