Label	AUC-ROC
vegetal	0.6916
fruite	0.7362
frais	0.7383
vegetal_vert	0.7135
doux	0.6946
gras	0.6598
floral	0.7440
boise	0.7554
vert	0.7369
aldehyde	0.7146
chimique	0.6910
empyreumatique	0.8035
balsamique	0.7402
aldehyde_frais	0.7056
fruit_exotique	0.7608
herbe	0.6935
legume	0.8059
fermentaire	0.6822
phenole	0.7631
epice	0.7033
fleur_d_arbuste	0.7783
cuit	0.7880
terreux	0.6734
fruit_sec	0.7722
fleur_du_jardin	0.7229
agrume	0.7687
oleagineux	0.7947
lactique	0.7307
soufre	0.9524
plante_aromatique	0.7770
animal	0.6619
fruit_a_coque	0.8007
moisi	0.6498
fruit_a_pepins	0.8571
torrefie	0.8542
medicinal	0.8011
vegetal_sec	0.6574
rose	0.8766
huile	0.7269
lactone	0.7153
menthe	0.8325
bois	0.8786
creme	0.7369
boissons_alcoolisees	0.7068
sucre_cuit	0.7944
baie	0.6489
poudre	0.8137
viande_cuite	0.8392
pomme	0.9028
malte	0.8709
mielle	0.8053
solvant	0.8055
ananas	0.8698
fruit_rouge	0.7366
coumarine	0.8224
caramel	0.8712
mineral	0.7026
resineux	0.9114
alliace	0.9676
fruit_a_noyau	0.7150
metal	0.7151
metallique	0.7141
peponide	0.9143
melon	0.9110
brule	0.8115
feuille	0.6493
alcool_de_fut	0.6979
ether	0.8256
boisson_fermentee	0.7462
camphre	0.8486
miel	0.7862
citronne	0.8268
racine	0.7252
oignon	0.9657
crucifere	0.9051
lacte	0.7390
fleur_d_arbre	0.8146
vin	0.7799
fromage	0.8536
poire	0.9233
banane	0.8986
champignon	0.7262
cafe	0.8617
cacao	0.8754
musque	0.9058
savon	0.8369
beurre	0.8152
noix_de_coco	0.8456
anise	0.7241
pin	0.9381
vanille	0.8966
jasmin	0.7985
ambre	0.9289
ail	0.9683
musc	0.9315
cereale	0.8948
peche	0.8076
cerise	0.8146
violette	0.8650
rhum	0.7595
