Label	AUC-ROC
vegetal	0.6315
fruite	0.7398
frais	0.7005
vegetal_vert	0.6794
doux	0.7099
gras	0.6789
floral	0.7282
boise	0.7196
vert	0.6709
aldehyde	0.6868
chimique	0.6917
empyreumatique	0.8637
balsamique	0.7321
aldehyde_frais	0.6696
fruit_exotique	0.7511
herbe	0.6678
legume	0.7214
fermentaire	0.6715
phenole	0.7949
epice	0.7149
fleur_d_arbuste	0.7310
cuit	0.8664
terreux	0.6408
fruit_sec	0.7618
fleur_du_jardin	0.6819
agrume	0.7792
oleagineux	0.7783
lactique	0.6797
soufre	0.9483
plante_aromatique	0.6888
animal	0.6963
fruit_a_coque	0.7553
moisi	0.6511
fruit_a_pepins	0.8310
torrefie	0.8434
medicinal	0.7897
vegetal_sec	0.7058
rose	0.7120
huile	0.6764
lactone	0.7360
menthe	0.8435
bois	0.7820
creme	0.6775
boissons_alcoolisees	0.8165
sucre_cuit	0.8092
baie	0.6184
poudre	0.8000
viande_cuite	0.9352
pomme	0.8791
malte	0.7896
mielle	0.7421
solvant	0.8686
ananas	0.8089
fruit_rouge	0.7943
coumarine	0.7934
caramel	0.8292
mineral	0.6561
resineux	0.8502
alliace	0.9719
fruit_a_noyau	0.7496
metal	0.6797
metallique	0.6656
peponide	0.7425
melon	0.7356
brule	0.8464
feuille	0.6227
alcool_de_fut	0.8779
ether	0.8820
boisson_fermentee	0.7665
camphre	0.8701
miel	0.7792
citronne	0.8200
racine	0.5879
oignon	0.9709
crucifere	0.8761
lacte	0.6045
fleur_d_arbre	0.7418
vin	0.7961
fromage	0.8183
poire	0.9017
banane	0.8717
champignon	0.6961
cafe	0.9149
cacao	0.7842
musque	0.8862
savon	0.8312
beurre	0.7784
noix_de_coco	0.9117
anise	0.7873
pin	0.8582
vanille	0.9111
jasmin	0.7589
ambre	0.9007
ail	0.9763
musc	0.8999
cereale	0.8571
peche	0.7282
cerise	0.8750
violette	0.7355
rhum	0.8505
