Label	AUC-ROC
vegetal	0.6528
fruite	0.7358
frais	0.7295
vegetal_vert	0.7133
doux	0.6717
gras	0.6795
floral	0.7561
boise	0.7199
vert	0.7136
aldehyde	0.7220
chimique	0.6817
empyreumatique	0.8065
balsamique	0.7096
aldehyde_frais	0.7245
fruit_exotique	0.7494
herbe	0.7153
legume	0.7444
fermentaire	0.6717
phenole	0.7692
epice	0.7048
fleur_d_arbuste	0.7670
cuit	0.7665
terreux	0.6234
fruit_sec	0.7046
fleur_du_jardin	0.7494
agrume	0.8156
oleagineux	0.7538
lactique	0.7112
soufre	0.8950
plante_aromatique	0.7295
animal	0.7095
fruit_a_coque	0.7708
moisi	0.6501
fruit_a_pepins	0.8183
torrefie	0.8371
medicinal	0.8054
vegetal_sec	0.7294
rose	0.7976
huile	0.7736
lactone	0.7545
menthe	0.8474
bois	0.7991
creme	0.7238
boissons_alcoolisees	0.8536
sucre_cuit	0.7730
baie	0.6825
poudre	0.7940
viande_cuite	0.8706
pomme	0.8703
malte	0.7870
mielle	0.7519
solvant	0.9131
ananas	0.8463
fruit_rouge	0.7184
coumarine	0.7827
caramel	0.8298
mineral	0.6276
resineux	0.8452
alliace	0.9721
fruit_a_noyau	0.7863
metal	0.6430
metallique	0.6295
peponide	0.7850
melon	0.7843
brule	0.8739
feuille	0.7157
alcool_de_fut	0.8842
ether	0.9208
boisson_fermentee	0.8258
camphre	0.8387
miel	0.7420
citronne	0.7409
racine	0.4972
oignon	0.9607
crucifere	0.7778
lacte	0.7734
fleur_d_arbre	0.7632
vin	0.8329
fromage	0.7854
poire	0.9008
banane	0.8484
champignon	0.7007
cafe	0.8860
cacao	0.7780
musque	0.8948
savon	0.7097
beurre	0.7863
noix_de_coco	0.8898
anise	0.7497
pin	0.9067
vanille	0.8088
jasmin	0.8021
ambre	0.9388
ail	0.9721
musc	0.9216
cereale	0.8109
peche	0.7849
cerise	0.7740
violette	0.8503
rhum	0.8617
