Label	AUC-ROC
vegetal	0.7131
fruite	0.7395
frais	0.7390
vegetal_vert	0.7450
doux	0.7140
gras	0.6645
floral	0.7790
boise	0.7173
vert	0.7370
aldehyde	0.7619
chimique	0.6971
empyreumatique	0.7850
balsamique	0.6715
aldehyde_frais	0.7517
fruit_exotique	0.7521
herbe	0.7210
legume	0.7614
fermentaire	0.6608
phenole	0.8207
epice	0.7388
fleur_d_arbuste	0.7276
cuit	0.7558
terreux	0.6961
fruit_sec	0.7543
fleur_du_jardin	0.7681
agrume	0.8129
oleagineux	0.7827
lactique	0.7255
soufre	0.8845
plante_aromatique	0.7447
animal	0.7045
fruit_a_coque	0.8140
moisi	0.6881
fruit_a_pepins	0.7791
torrefie	0.7788
medicinal	0.8537
vegetal_sec	0.6719
rose	0.7491
huile	0.7375
lactone	0.7606
menthe	0.8507
bois	0.8202
creme	0.6805
boissons_alcoolisees	0.8004
sucre_cuit	0.7764
baie	0.7339
poudre	0.8357
viande_cuite	0.8124
pomme	0.8510
malte	0.7672
mielle	0.7730
solvant	0.7798
ananas	0.8486
fruit_rouge	0.7548
coumarine	0.7416
caramel	0.8385
mineral	0.6471
resineux	0.8739
alliace	0.9645
fruit_a_noyau	0.7692
metal	0.6733
metallique	0.6761
peponide	0.7987
melon	0.7985
brule	0.8554
feuille	0.6751
alcool_de_fut	0.8274
ether	0.8456
boisson_fermentee	0.7693
camphre	0.9320
miel	0.7416
citronne	0.8410
racine	0.5550
oignon	0.9776
crucifere	0.7770
lacte	0.7663
fleur_d_arbre	0.7396
vin	0.7837
fromage	0.7932
poire	0.8318
banane	0.8450
champignon	0.6992
cafe	0.8425
cacao	0.6992
musque	0.9543
savon	0.8008
beurre	0.8316
noix_de_coco	0.8026
anise	0.6392
pin	0.9294
vanille	0.8829
jasmin	0.8796
ambre	0.9153
ail	0.9758
musc	0.9803
cereale	0.8714
peche	0.8008
cerise	0.8228
violette	0.8797
rhum	0.8323
