Label	AUC-ROC
vegetal	0.6460
fruite	0.7402
frais	0.7125
vegetal_vert	0.6934
doux	0.7048
gras	0.6725
floral	0.7338
boise	0.7167
vert	0.6825
aldehyde	0.7020
chimique	0.6966
empyreumatique	0.8572
balsamique	0.7276
aldehyde_frais	0.6775
fruit_exotique	0.7500
herbe	0.6692
legume	0.7266
fermentaire	0.6694
phenole	0.7831
epice	0.7142
fleur_d_arbuste	0.7382
cuit	0.8525
terreux	0.6577
fruit_sec	0.7683
fleur_du_jardin	0.6755
agrume	0.7926
oleagineux	0.7845
lactique	0.6880
soufre	0.9484
plante_aromatique	0.6947
animal	0.7244
fruit_a_coque	0.7626
moisi	0.6599
fruit_a_pepins	0.8401
torrefie	0.8405
medicinal	0.7998
vegetal_sec	0.7057
rose	0.7171
huile	0.6775
lactone	0.7300
menthe	0.8349
bois	0.7838
creme	0.6994
boissons_alcoolisees	0.8092
sucre_cuit	0.7926
baie	0.6527
poudre	0.7852
viande_cuite	0.9369
pomme	0.8786
malte	0.7873
mielle	0.7336
solvant	0.8757
ananas	0.8320
fruit_rouge	0.7817
coumarine	0.7752
caramel	0.8262
mineral	0.6731
resineux	0.8488
alliace	0.9726
fruit_a_noyau	0.7638
metal	0.7006
metallique	0.6744
peponide	0.7564
melon	0.7519
brule	0.8605
feuille	0.6554
alcool_de_fut	0.8686
ether	0.8736
boisson_fermentee	0.7809
camphre	0.8748
miel	0.7679
citronne	0.8423
racine	0.5896
oignon	0.9710
crucifere	0.8629
lacte	0.6589
fleur_d_arbre	0.7446
vin	0.8204
fromage	0.7943
poire	0.9112
banane	0.8694
champignon	0.7080
cafe	0.9004
cacao	0.7811
musque	0.9055
savon	0.8596
beurre	0.7964
noix_de_coco	0.9125
anise	0.7981
pin	0.8647
vanille	0.9228
jasmin	0.8021
ambre	0.8921
ail	0.9768
musc	0.9255
cereale	0.8661
peche	0.7901
cerise	0.8836
violette	0.7287
rhum	0.8520
