Label	AUC-ROC
vegetal	0.6961
fruite	0.7431
frais	0.7196
vegetal_vert	0.7039
doux	0.6657
gras	0.6716
floral	0.7408
boise	0.7285
vert	0.6924
aldehyde	0.7276
chimique	0.7182
empyreumatique	0.8080
balsamique	0.6822
aldehyde_frais	0.7250
fruit_exotique	0.7585
herbe	0.6983
legume	0.7792
fermentaire	0.6943
phenole	0.8110
epice	0.7081
fleur_d_arbuste	0.7442
cuit	0.7740
terreux	0.6163
fruit_sec	0.7492
fleur_du_jardin	0.7237
agrume	0.7851
oleagineux	0.7596
lactique	0.7363
soufre	0.9360
plante_aromatique	0.7320
animal	0.6789
fruit_a_coque	0.7691
moisi	0.6313
fruit_a_pepins	0.8070
torrefie	0.8432
medicinal	0.7893
vegetal_sec	0.7052
rose	0.7746
huile	0.7806
lactone	0.7726
menthe	0.8584
bois	0.8645
creme	0.7431
boissons_alcoolisees	0.8170
sucre_cuit	0.7320
baie	0.7234
poudre	0.8174
viande_cuite	0.8893
pomme	0.8279
malte	0.8222
mielle	0.8870
solvant	0.9033
ananas	0.8353
fruit_rouge	0.7610
coumarine	0.7929
caramel	0.7927
mineral	0.5898
resineux	0.8862
alliace	0.9589
fruit_a_noyau	0.8435
metal	0.5923
metallique	0.5944
peponide	0.7623
melon	0.7669
brule	0.8545
feuille	0.6727
alcool_de_fut	0.8766
ether	0.9173
boisson_fermentee	0.7693
camphre	0.9365
miel	0.9018
citronne	0.8854
racine	0.6630
oignon	0.9615
crucifere	0.8169
lacte	0.7773
fleur_d_arbre	0.7773
vin	0.7827
fromage	0.8084
poire	0.8635
banane	0.9221
champignon	0.7415
cafe	0.8821
cacao	0.7916
musque	0.8433
savon	0.7421
beurre	0.8151
noix_de_coco	0.9120
anise	0.6997
pin	0.8970
vanille	0.8302
jasmin	0.8635
ambre	0.8593
ail	0.9608
musc	0.8955
cereale	0.8501
peche	0.8063
cerise	0.8071
violette	0.8115
rhum	0.8665
