Label	AUC-ROC
vegetal	0.7011
fruite	0.7285
frais	0.7478
vegetal_vert	0.7446
doux	0.7036
gras	0.6594
floral	0.7534
boise	0.7234
vert	0.7237
aldehyde	0.7542
chimique	0.6969
empyreumatique	0.7891
balsamique	0.6831
aldehyde_frais	0.7453
fruit_exotique	0.7395
herbe	0.7146
legume	0.7791
fermentaire	0.6563
phenole	0.8187
epice	0.7167
fleur_d_arbuste	0.7109
cuit	0.7695
terreux	0.6775
fruit_sec	0.7300
fleur_du_jardin	0.7331
agrume	0.7989
oleagineux	0.7576
lactique	0.6988
soufre	0.8759
plante_aromatique	0.7427
animal	0.7077
fruit_a_coque	0.8099
moisi	0.6960
fruit_a_pepins	0.7492
torrefie	0.7753
medicinal	0.8417
vegetal_sec	0.6805
rose	0.7322
huile	0.7291
lactone	0.7593
menthe	0.8466
bois	0.8219
creme	0.6662
boissons_alcoolisees	0.7941
sucre_cuit	0.8048
baie	0.7202
poudre	0.8265
viande_cuite	0.8294
pomme	0.8303
malte	0.7700
mielle	0.7401
solvant	0.7977
ananas	0.8362
fruit_rouge	0.7505
coumarine	0.7254
caramel	0.8551
mineral	0.7020
resineux	0.8858
alliace	0.9548
fruit_a_noyau	0.7454
metal	0.7175
metallique	0.7193
peponide	0.7915
melon	0.7927
brule	0.8422
feuille	0.6190
alcool_de_fut	0.8371
ether	0.8685
boisson_fermentee	0.7580
camphre	0.9165
miel	0.7152
citronne	0.8122
racine	0.5527
oignon	0.9775
crucifere	0.7658
lacte	0.7680
fleur_d_arbre	0.7298
vin	0.7791
fromage	0.7897
poire	0.8110
banane	0.8538
champignon	0.6816
cafe	0.8360
cacao	0.7273
musque	0.9499
savon	0.7613
beurre	0.8296
noix_de_coco	0.7742
anise	0.6246
pin	0.9264
vanille	0.8522
jasmin	0.8511
ambre	0.9036
ail	0.9738
musc	0.9748
cereale	0.8706
peche	0.8039
cerise	0.8168
violette	0.7891
rhum	0.8505
