Label	AUC-ROC
vegetal	0.6573
fruite	0.7011
frais	0.7019
vegetal_vert	0.6963
doux	0.6107
gras	0.6281
floral	0.7384
boise	0.6807
vert	0.6858
aldehyde	0.6996
chimique	0.6359
empyreumatique	0.7982
balsamique	0.6202
aldehyde_frais	0.6951
fruit_exotique	0.6980
herbe	0.6971
legume	0.6814
fermentaire	0.6251
phenole	0.7236
epice	0.6487
fleur_d_arbuste	0.7373
cuit	0.7641
terreux	0.5122
fruit_sec	0.6519
fleur_du_jardin	0.7032
agrume	0.7917
oleagineux	0.6872
lactique	0.6651
soufre	0.8948
plante_aromatique	0.7191
animal	0.6478
fruit_a_coque	0.7312
moisi	0.5885
fruit_a_pepins	0.7843
torrefie	0.8256
medicinal	0.7430
vegetal_sec	0.6681
rose	0.7718
huile	0.7196
lactone	0.6238
menthe	0.7919
bois	0.7871
creme	0.6157
boissons_alcoolisees	0.8132
sucre_cuit	0.7526
baie	0.5784
poudre	0.7136
viande_cuite	0.8531
pomme	0.8405
malte	0.7806
mielle	0.6992
solvant	0.8701
ananas	0.8144
fruit_rouge	0.6464
coumarine	0.6910
caramel	0.8261
mineral	0.6440
resineux	0.8373
alliace	0.9656
fruit_a_noyau	0.6779
metal	0.6348
metallique	0.6248
peponide	0.7684
melon	0.7565
brule	0.8407
feuille	0.6822
alcool_de_fut	0.8683
ether	0.8868
boisson_fermentee	0.7834
camphre	0.8030
miel	0.6855
citronne	0.7127
racine	0.5646
oignon	0.9661
crucifere	0.7788
lacte	0.6851
fleur_d_arbre	0.7743
vin	0.7619
fromage	0.7696
poire	0.8683
banane	0.7809
champignon	0.7690
cafe	0.8640
cacao	0.7553
musque	0.8580
savon	0.7147
beurre	0.6817
noix_de_coco	0.7753
anise	0.6743
pin	0.8866
vanille	0.7656
jasmin	0.7677
ambre	0.9184
ail	0.9684
musc	0.8944
cereale	0.7966
peche	0.6828
cerise	0.7561
violette	0.8096
rhum	0.8576
