Label	AUC-ROC
vegetal	0.7159
fruite	0.7529
frais	0.7393
vegetal_vert	0.7548
doux	0.7253
gras	0.6881
floral	0.8032
boise	0.7361
vert	0.7395
aldehyde	0.7595
chimique	0.7330
empyreumatique	0.7980
balsamique	0.7188
aldehyde_frais	0.7424
fruit_exotique	0.7569
herbe	0.7218
legume	0.8007
fermentaire	0.6622
phenole	0.8345
epice	0.7214
fleur_d_arbuste	0.7588
cuit	0.7850
terreux	0.6816
fruit_sec	0.7509
fleur_du_jardin	0.7912
agrume	0.8188
oleagineux	0.7750
lactique	0.7371
soufre	0.8752
plante_aromatique	0.7500
animal	0.7342
fruit_a_coque	0.8116
moisi	0.6583
fruit_a_pepins	0.7939
torrefie	0.7919
medicinal	0.8784
vegetal_sec	0.6798
rose	0.7717
huile	0.7583
lactone	0.7714
menthe	0.8800
bois	0.8085
creme	0.7238
boissons_alcoolisees	0.8289
sucre_cuit	0.8159
baie	0.7882
poudre	0.8351
viande_cuite	0.8402
pomme	0.8618
malte	0.7688
mielle	0.8401
solvant	0.7916
ananas	0.8448
fruit_rouge	0.7659
coumarine	0.8029
caramel	0.8611
mineral	0.6937
resineux	0.8694
alliace	0.9565
fruit_a_noyau	0.7776
metal	0.7154
metallique	0.7179
peponide	0.7942
melon	0.7924
brule	0.8592
feuille	0.6795
alcool_de_fut	0.8502
ether	0.8427
boisson_fermentee	0.8046
camphre	0.9489
miel	0.8197
citronne	0.8592
racine	0.5284
oignon	0.9795
crucifere	0.7413
lacte	0.7595
fleur_d_arbre	0.7827
vin	0.8282
fromage	0.7952
poire	0.8319
banane	0.8706
champignon	0.7259
cafe	0.8576
cacao	0.7494
musque	0.9653
savon	0.8157
beurre	0.8207
noix_de_coco	0.8330
anise	0.6741
pin	0.9509
vanille	0.8824
jasmin	0.8994
ambre	0.9105
ail	0.9716
musc	0.9849
cereale	0.8939
peche	0.7986
cerise	0.8085
violette	0.9047
rhum	0.8336
