Label	AUC-ROC
vegetal	0.7057
fruite	0.7231
frais	0.7329
vegetal_vert	0.7406
doux	0.6994
gras	0.6585
floral	0.7561
boise	0.7030
vert	0.7183
aldehyde	0.7588
chimique	0.6795
empyreumatique	0.7922
balsamique	0.6720
aldehyde_frais	0.7480
fruit_exotique	0.7249
herbe	0.7211
legume	0.7600
fermentaire	0.6449
phenole	0.8055
epice	0.7396
fleur_d_arbuste	0.7202
cuit	0.7732
terreux	0.6729
fruit_sec	0.7490
fleur_du_jardin	0.7274
agrume	0.8098
oleagineux	0.7779
lactique	0.7104
soufre	0.8882
plante_aromatique	0.7595
animal	0.6949
fruit_a_coque	0.8101
moisi	0.6621
fruit_a_pepins	0.7444
torrefie	0.7808
medicinal	0.8410
vegetal_sec	0.6795
rose	0.7451
huile	0.7276
lactone	0.7775
menthe	0.8757
bois	0.8174
creme	0.6663
boissons_alcoolisees	0.7859
sucre_cuit	0.8040
baie	0.7485
poudre	0.8154
viande_cuite	0.8245
pomme	0.8351
malte	0.7593
mielle	0.7898
solvant	0.7927
ananas	0.8441
fruit_rouge	0.7278
coumarine	0.7839
caramel	0.8569
mineral	0.6930
resineux	0.8665
alliace	0.9704
fruit_a_noyau	0.7509
metal	0.7150
metallique	0.7183
peponide	0.7567
melon	0.7554
brule	0.8424
feuille	0.6182
alcool_de_fut	0.8279
ether	0.8583
boisson_fermentee	0.7340
camphre	0.9138
miel	0.7638
citronne	0.8231
racine	0.5704
oignon	0.9780
crucifere	0.7947
lacte	0.7383
fleur_d_arbre	0.7432
vin	0.7452
fromage	0.7853
poire	0.8074
banane	0.8243
champignon	0.7011
cafe	0.8230
cacao	0.6874
musque	0.9454
savon	0.7835
beurre	0.8300
noix_de_coco	0.8360
anise	0.6507
pin	0.9336
vanille	0.8717
jasmin	0.8560
ambre	0.9035
ail	0.9687
musc	0.9766
cereale	0.8655
peche	0.7867
cerise	0.7936
violette	0.8138
rhum	0.8559
