Label	AUC-ROC
vegetal	0.6623
fruite	0.7298
frais	0.7410
vegetal_vert	0.7109
doux	0.6648
gras	0.6611
floral	0.7567
boise	0.6994
vert	0.7201
aldehyde	0.7156
chimique	0.6682
empyreumatique	0.8147
balsamique	0.6968
aldehyde_frais	0.7218
fruit_exotique	0.7456
herbe	0.7099
legume	0.7421
fermentaire	0.6790
phenole	0.7559
epice	0.6757
fleur_d_arbuste	0.7645
cuit	0.7802
terreux	0.5963
fruit_sec	0.6999
fleur_du_jardin	0.7317
agrume	0.8290
oleagineux	0.7506
lactique	0.7136
soufre	0.9003
plante_aromatique	0.7159
animal	0.7044
fruit_a_coque	0.7670
moisi	0.6477
fruit_a_pepins	0.8211
torrefie	0.8407
medicinal	0.7898
vegetal_sec	0.7059
rose	0.8071
huile	0.7734
lactone	0.7554
menthe	0.8437
bois	0.8007
creme	0.7099
boissons_alcoolisees	0.8491
sucre_cuit	0.7760
baie	0.6816
poudre	0.7769
viande_cuite	0.8792
pomme	0.8975
malte	0.8005
mielle	0.7279
solvant	0.9138
ananas	0.8520
fruit_rouge	0.6789
coumarine	0.7713
caramel	0.8407
mineral	0.6351
resineux	0.8444
alliace	0.9742
fruit_a_noyau	0.7978
metal	0.6516
metallique	0.6349
peponide	0.7689
melon	0.7691
brule	0.8633
feuille	0.7130
alcool_de_fut	0.8848
ether	0.9133
boisson_fermentee	0.8117
camphre	0.8337
miel	0.7081
citronne	0.7796
racine	0.4881
oignon	0.9656
crucifere	0.8026
lacte	0.7700
fleur_d_arbre	0.7671
vin	0.8155
fromage	0.7831
poire	0.8793
banane	0.8574
champignon	0.7565
cafe	0.8726
cacao	0.8067
musque	0.8940
savon	0.7088
beurre	0.8135
noix_de_coco	0.8971
anise	0.7061
pin	0.9020
vanille	0.7829
jasmin	0.8182
ambre	0.9392
ail	0.9703
musc	0.9246
cereale	0.8158
peche	0.8076
cerise	0.7703
violette	0.8317
rhum	0.8484
