Label	AUC-ROC
vegetal	0.6475
fruite	0.7477
frais	0.7108
vegetal_vert	0.6968
doux	0.7237
gras	0.6938
floral	0.7585
boise	0.7260
vert	0.6975
aldehyde	0.6994
chimique	0.7263
empyreumatique	0.8625
balsamique	0.7427
aldehyde_frais	0.6767
fruit_exotique	0.7615
herbe	0.6694
legume	0.7455
fermentaire	0.6831
phenole	0.8146
epice	0.7306
fleur_d_arbuste	0.7692
cuit	0.8597
terreux	0.6606
fruit_sec	0.7747
fleur_du_jardin	0.7163
agrume	0.7859
oleagineux	0.7976
lactique	0.7124
soufre	0.9494
plante_aromatique	0.7004
animal	0.7270
fruit_a_coque	0.7690
moisi	0.6834
fruit_a_pepins	0.8525
torrefie	0.8456
medicinal	0.8353
vegetal_sec	0.7045
rose	0.7567
huile	0.6927
lactone	0.7655
menthe	0.8505
bois	0.7800
creme	0.7326
boissons_alcoolisees	0.8347
sucre_cuit	0.8147
baie	0.6642
poudre	0.7959
viande_cuite	0.9361
pomme	0.8968
malte	0.7879
mielle	0.7444
solvant	0.8872
ananas	0.8252
fruit_rouge	0.8052
coumarine	0.7946
caramel	0.8314
mineral	0.6997
resineux	0.8514
alliace	0.9734
fruit_a_noyau	0.8132
metal	0.7197
metallique	0.7043
peponide	0.7530
melon	0.7503
brule	0.8595
feuille	0.6785
alcool_de_fut	0.8795
ether	0.8960
boisson_fermentee	0.8074
camphre	0.8898
miel	0.7888
citronne	0.8333
racine	0.5591
oignon	0.9738
crucifere	0.8815
lacte	0.6658
fleur_d_arbre	0.7672
vin	0.8286
fromage	0.8257
poire	0.9075
banane	0.8848
champignon	0.7469
cafe	0.9199
cacao	0.7901
musque	0.8892
savon	0.8475
beurre	0.7970
noix_de_coco	0.9403
anise	0.8100
pin	0.8603
vanille	0.9303
jasmin	0.8217
ambre	0.8983
ail	0.9793
musc	0.9141
cereale	0.8625
peche	0.8261
cerise	0.8870
violette	0.7584
rhum	0.8686
