Label	AUC-ROC
vegetal	0.6525
fruite	0.7539
frais	0.7102
vegetal_vert	0.6997
doux	0.7234
gras	0.6867
floral	0.7590
boise	0.7321
vert	0.6943
aldehyde	0.6987
chimique	0.7048
empyreumatique	0.8649
balsamique	0.7527
aldehyde_frais	0.6726
fruit_exotique	0.7655
herbe	0.6684
legume	0.7549
fermentaire	0.6715
phenole	0.8131
epice	0.7389
fleur_d_arbuste	0.7702
cuit	0.8632
terreux	0.6517
fruit_sec	0.7705
fleur_du_jardin	0.7122
agrume	0.7847
oleagineux	0.7960
lactique	0.7182
soufre	0.9517
plante_aromatique	0.7135
animal	0.7336
fruit_a_coque	0.7769
moisi	0.6799
fruit_a_pepins	0.8509
torrefie	0.8547
medicinal	0.8281
vegetal_sec	0.6934
rose	0.7450
huile	0.6808
lactone	0.7606
menthe	0.8500
bois	0.7935
creme	0.7615
boissons_alcoolisees	0.8163
sucre_cuit	0.8045
baie	0.6720
poudre	0.7868
viande_cuite	0.9469
pomme	0.8900
malte	0.8007
mielle	0.7484
solvant	0.8816
ananas	0.8277
fruit_rouge	0.8251
coumarine	0.7874
caramel	0.8344
mineral	0.6945
resineux	0.8664
alliace	0.9743
fruit_a_noyau	0.8187
metal	0.7137
metallique	0.7014
peponide	0.7603
melon	0.7539
brule	0.8655
feuille	0.7211
alcool_de_fut	0.8788
ether	0.8939
boisson_fermentee	0.7707
camphre	0.8852
miel	0.7893
citronne	0.8357
racine	0.6093
oignon	0.9745
crucifere	0.8771
lacte	0.6837
fleur_d_arbre	0.7811
vin	0.7955
fromage	0.8114
poire	0.9211
banane	0.8907
champignon	0.7293
cafe	0.9219
cacao	0.7993
musque	0.8956
savon	0.8325
beurre	0.8026
noix_de_coco	0.9467
anise	0.7996
pin	0.8720
vanille	0.9511
jasmin	0.7894
ambre	0.9000
ail	0.9778
musc	0.9126
cereale	0.8709
peche	0.8348
cerise	0.8744
violette	0.7710
rhum	0.8421
