Label	AUC-ROC
vegetal	0.6899
fruite	0.7374
frais	0.7227
vegetal_vert	0.6955
doux	0.6440
gras	0.6945
floral	0.7281
boise	0.7136
vert	0.6828
aldehyde	0.7175
chimique	0.6894
empyreumatique	0.7973
balsamique	0.6465
aldehyde_frais	0.7109
fruit_exotique	0.7535
herbe	0.6930
legume	0.7588
fermentaire	0.6956
phenole	0.7894
epice	0.7076
fleur_d_arbuste	0.7228
cuit	0.7704
terreux	0.6191
fruit_sec	0.7303
fleur_du_jardin	0.7159
agrume	0.7732
oleagineux	0.7402
lactique	0.7205
soufre	0.9271
plante_aromatique	0.7230
animal	0.6464
fruit_a_coque	0.7571
moisi	0.6439
fruit_a_pepins	0.7799
torrefie	0.8293
medicinal	0.7923
vegetal_sec	0.6944
rose	0.7609
huile	0.7754
lactone	0.7603
menthe	0.8300
bois	0.8554
creme	0.7379
boissons_alcoolisees	0.8139
sucre_cuit	0.7160
baie	0.6828
poudre	0.8182
viande_cuite	0.8851
pomme	0.8184
malte	0.8158
mielle	0.8904
solvant	0.8860
ananas	0.8372
fruit_rouge	0.7371
coumarine	0.7912
caramel	0.7875
mineral	0.5265
resineux	0.8907
alliace	0.9553
fruit_a_noyau	0.7849
metal	0.5363
metallique	0.5436
peponide	0.7437
melon	0.7535
brule	0.8542
feuille	0.6674
alcool_de_fut	0.8676
ether	0.8915
boisson_fermentee	0.7700
camphre	0.9340
miel	0.9138
citronne	0.8376
racine	0.6355
oignon	0.9616
crucifere	0.8159
lacte	0.7370
fleur_d_arbre	0.7799
vin	0.7944
fromage	0.8360
poire	0.8581
banane	0.8997
champignon	0.7516
cafe	0.8732
cacao	0.7646
musque	0.8334
savon	0.7389
beurre	0.8103
noix_de_coco	0.9037
anise	0.7112
pin	0.9064
vanille	0.8399
jasmin	0.8624
ambre	0.8724
ail	0.9544
musc	0.8891
cereale	0.8630
peche	0.7677
cerise	0.7865
violette	0.7882
rhum	0.8771
