Label	AUC-ROC
vegetal	0.6574
fruite	0.7149
frais	0.7342
vegetal_vert	0.7111
doux	0.6492
gras	0.6374
floral	0.7432
boise	0.6838
vert	0.7030
aldehyde	0.7146
chimique	0.6437
empyreumatique	0.7994
balsamique	0.6634
aldehyde_frais	0.7166
fruit_exotique	0.7070
herbe	0.7024
legume	0.7087
fermentaire	0.6466
phenole	0.7219
epice	0.6599
fleur_d_arbuste	0.7420
cuit	0.7646
terreux	0.5600
fruit_sec	0.6728
fleur_du_jardin	0.7013
agrume	0.8021
oleagineux	0.7194
lactique	0.7118
soufre	0.8982
plante_aromatique	0.7237
animal	0.6694
fruit_a_coque	0.7490
moisi	0.6076
fruit_a_pepins	0.7952
torrefie	0.8220
medicinal	0.7487
vegetal_sec	0.7073
rose	0.7806
huile	0.7387
lactone	0.6931
menthe	0.8280
bois	0.7950
creme	0.6893
boissons_alcoolisees	0.8154
sucre_cuit	0.7584
baie	0.6406
poudre	0.7716
viande_cuite	0.8739
pomme	0.8389
malte	0.7816
mielle	0.7159
solvant	0.8755
ananas	0.8179
fruit_rouge	0.6225
coumarine	0.7820
caramel	0.8208
mineral	0.6377
resineux	0.8322
alliace	0.9727
fruit_a_noyau	0.7316
metal	0.6579
metallique	0.6419
peponide	0.7622
melon	0.7605
brule	0.8496
feuille	0.6737
alcool_de_fut	0.8743
ether	0.8785
boisson_fermentee	0.7757
camphre	0.8231
miel	0.6968
citronne	0.7403
racine	0.4776
oignon	0.9625
crucifere	0.7897
lacte	0.7425
fleur_d_arbre	0.7697
vin	0.7755
fromage	0.7744
poire	0.8695
banane	0.8120
champignon	0.7797
cafe	0.8761
cacao	0.7647
musque	0.8562
savon	0.7140
beurre	0.7508
noix_de_coco	0.8630
anise	0.7162
pin	0.8864
vanille	0.7736
jasmin	0.7967
ambre	0.9344
ail	0.9630
musc	0.9001
cereale	0.7917
peche	0.7328
cerise	0.7175
violette	0.8008
rhum	0.8435
