Label	AUC-ROC
vegetal	0.6887
fruite	0.7525
frais	0.7420
vegetal_vert	0.7204
doux	0.7037
gras	0.6644
floral	0.7546
boise	0.7764
vert	0.7498
aldehyde	0.7260
chimique	0.7141
empyreumatique	0.8157
balsamique	0.7905
aldehyde_frais	0.7212
fruit_exotique	0.7814
herbe	0.7134
legume	0.8176
fermentaire	0.7001
phenole	0.7893
epice	0.7318
fleur_d_arbuste	0.7897
cuit	0.7939
terreux	0.6528
fruit_sec	0.7868
fleur_du_jardin	0.7258
agrume	0.7726
oleagineux	0.8084
lactique	0.7438
soufre	0.9529
plante_aromatique	0.7799
animal	0.7103
fruit_a_coque	0.8056
moisi	0.6698
fruit_a_pepins	0.8731
torrefie	0.8679
medicinal	0.8341
vegetal_sec	0.6971
rose	0.8794
huile	0.7331
lactone	0.7524
menthe	0.8464
bois	0.8754
creme	0.7737
boissons_alcoolisees	0.7399
sucre_cuit	0.8011
baie	0.6748
poudre	0.8267
viande_cuite	0.8699
pomme	0.9334
malte	0.8650
mielle	0.8047
solvant	0.8155
ananas	0.8705
fruit_rouge	0.7473
coumarine	0.8437
caramel	0.8834
mineral	0.7133
resineux	0.8997
alliace	0.9654
fruit_a_noyau	0.7366
metal	0.7311
metallique	0.7247
peponide	0.9253
melon	0.9250
brule	0.8343
feuille	0.6844
alcool_de_fut	0.7091
ether	0.8434
boisson_fermentee	0.7976
camphre	0.8704
miel	0.8258
citronne	0.8496
racine	0.7474
oignon	0.9659
crucifere	0.9112
lacte	0.7088
fleur_d_arbre	0.8004
vin	0.8356
fromage	0.8568
poire	0.9099
banane	0.9138
champignon	0.7029
cafe	0.8805
cacao	0.8792
musque	0.9191
savon	0.8450
beurre	0.8283
noix_de_coco	0.8706
anise	0.7615
pin	0.9430
vanille	0.9091
jasmin	0.8103
ambre	0.9271
ail	0.9683
musc	0.9188
cereale	0.8864
peche	0.8187
cerise	0.8173
violette	0.9076
rhum	0.7697
