Label	AUC-ROC
vegetal	0.5923
fruite	0.5234
frais	0.5890
vegetal_vert	0.5847
doux	0.4891
gras	0.6155
floral	0.6346
boise	0.6799
vert	0.5614
aldehyde	0.6136
chimique	0.6280
empyreumatique	0.7226
balsamique	0.6278
aldehyde_frais	0.6085
fruit_exotique	0.6137
herbe	0.6125
legume	0.6945
fermentaire	0.6669
phenole	0.7623
epice	0.5900
fleur_d_arbuste	0.6281
cuit	0.6759
terreux	0.6063
fruit_sec	0.6211
fleur_du_jardin	0.5908
agrume	0.7618
oleagineux	0.6412
lactique	0.6302
soufre	0.7759
plante_aromatique	0.6690
animal	0.5823
fruit_a_coque	0.7328
moisi	0.6324
fruit_a_pepins	0.6074
torrefie	0.7511
medicinal	0.6583
vegetal_sec	0.6317
rose	0.5870
huile	0.6712
lactone	0.5468
menthe	0.7772
bois	0.8098
creme	0.5511
boissons_alcoolisees	0.8060
sucre_cuit	0.6818
baie	0.6591
poudre	0.6904
viande_cuite	0.6951
pomme	0.7280
malte	0.4185
mielle	0.7067
solvant	0.8397
ananas	0.4627
fruit_rouge	0.4978
coumarine	0.7140
caramel	0.6607
mineral	0.5453
resineux	0.8173
alliace	0.8296
fruit_a_noyau	0.7325
metal	0.5000
metallique	0.4822
peponide	0.6491
melon	0.6277
brule	0.8034
feuille	0.5074
alcool_de_fut	0.7603
ether	0.8316
boisson_fermentee	0.6572
camphre	0.8797
miel	0.7208
citronne	0.7073
racine	0.5814
oignon	0.8562
crucifere	0.7175
lacte	0.4287
fleur_d_arbre	0.7177
vin	0.5704
fromage	0.8420
poire	0.7881
banane	0.8100
champignon	0.6629
cafe	0.8231
cacao	0.5027
musque	0.8415
savon	0.7175
beurre	0.6663
noix_de_coco	0.7301
anise	0.6251
pin	0.8333
vanille	0.7032
jasmin	0.7303
ambre	0.8361
ail	0.8347
musc	0.8686
cereale	0.8191
peche	0.6249
cerise	0.6641
violette	0.6338
rhum	0.7714
