Label	AUC-ROC
vegetal	0.6254
fruite	0.7399
frais	0.6946
vegetal_vert	0.6816
doux	0.7165
gras	0.6649
floral	0.7250
boise	0.7159
vert	0.6684
aldehyde	0.6923
chimique	0.6542
empyreumatique	0.8530
balsamique	0.7279
aldehyde_frais	0.6742
fruit_exotique	0.7254
herbe	0.6662
legume	0.7178
fermentaire	0.6656
phenole	0.7884
epice	0.7030
fleur_d_arbuste	0.7272
cuit	0.8455
terreux	0.6396
fruit_sec	0.7734
fleur_du_jardin	0.6614
agrume	0.7838
oleagineux	0.7895
lactique	0.6811
soufre	0.9396
plante_aromatique	0.6893
animal	0.7163
fruit_a_coque	0.7647
moisi	0.6349
fruit_a_pepins	0.8248
torrefie	0.8380
medicinal	0.7935
vegetal_sec	0.6869
rose	0.7079
huile	0.6786
lactone	0.7035
menthe	0.8295
bois	0.7765
creme	0.7048
boissons_alcoolisees	0.8026
sucre_cuit	0.7853
baie	0.6287
poudre	0.7835
viande_cuite	0.9323
pomme	0.8731
malte	0.7866
mielle	0.7345
solvant	0.8546
ananas	0.8176
fruit_rouge	0.7774
coumarine	0.7538
caramel	0.8225
mineral	0.6182
resineux	0.8477
alliace	0.9644
fruit_a_noyau	0.7671
metal	0.6659
metallique	0.6438
peponide	0.7615
melon	0.7632
brule	0.8570
feuille	0.6442
alcool_de_fut	0.8445
ether	0.8549
boisson_fermentee	0.7824
camphre	0.8587
miel	0.7537
citronne	0.8552
racine	0.5390
oignon	0.9630
crucifere	0.8546
lacte	0.6491
fleur_d_arbre	0.7519
vin	0.8125
fromage	0.7999
poire	0.9045
banane	0.8507
champignon	0.6660
cafe	0.8909
cacao	0.7694
musque	0.8999
savon	0.8464
beurre	0.7679
noix_de_coco	0.8873
anise	0.7961
pin	0.8722
vanille	0.9072
jasmin	0.7696
ambre	0.8762
ail	0.9763
musc	0.9124
cereale	0.8803
peche	0.7886
cerise	0.8769
violette	0.7403
rhum	0.8304
