Label	AUC-ROC
vegetal	0.6544
fruite	0.7508
frais	0.7218
vegetal_vert	0.6993
doux	0.7207
gras	0.7007
floral	0.7577
boise	0.7208
vert	0.7053
aldehyde	0.7075
chimique	0.7123
empyreumatique	0.8659
balsamique	0.7434
aldehyde_frais	0.6814
fruit_exotique	0.7651
herbe	0.6724
legume	0.7448
fermentaire	0.6838
phenole	0.7983
epice	0.7355
fleur_d_arbuste	0.7513
cuit	0.8641
terreux	0.6779
fruit_sec	0.7737
fleur_du_jardin	0.7197
agrume	0.7970
oleagineux	0.7935
lactique	0.7175
soufre	0.9514
plante_aromatique	0.6955
animal	0.7267
fruit_a_coque	0.7815
moisi	0.6681
fruit_a_pepins	0.8430
torrefie	0.8609
medicinal	0.8220
vegetal_sec	0.7061
rose	0.7439
huile	0.6978
lactone	0.7702
menthe	0.8572
bois	0.7777
creme	0.7389
boissons_alcoolisees	0.8375
sucre_cuit	0.8137
baie	0.6493
poudre	0.7799
viande_cuite	0.9488
pomme	0.8859
malte	0.8134
mielle	0.7432
solvant	0.8908
ananas	0.8232
fruit_rouge	0.8243
coumarine	0.8364
caramel	0.8272
mineral	0.6939
resineux	0.8485
alliace	0.9765
fruit_a_noyau	0.8143
metal	0.7055
metallique	0.6943
peponide	0.7590
melon	0.7543
brule	0.8624
feuille	0.7175
alcool_de_fut	0.8788
ether	0.9002
boisson_fermentee	0.8074
camphre	0.8932
miel	0.7911
citronne	0.8472
racine	0.6193
oignon	0.9777
crucifere	0.8854
lacte	0.6892
fleur_d_arbre	0.7707
vin	0.8300
fromage	0.8245
poire	0.8978
banane	0.8752
champignon	0.7652
cafe	0.9209
cacao	0.8303
musque	0.9010
savon	0.8577
beurre	0.8142
noix_de_coco	0.9473
anise	0.7985
pin	0.8727
vanille	0.9418
jasmin	0.8079
ambre	0.8885
ail	0.9788
musc	0.9189
cereale	0.8642
peche	0.8255
cerise	0.8949
violette	0.7636
rhum	0.8577
