Label	AUC-ROC
vegetal	0.6392
fruite	0.7476
frais	0.7036
vegetal_vert	0.6951
doux	0.7234
gras	0.6852
floral	0.7479
boise	0.7234
vert	0.6831
aldehyde	0.6949
chimique	0.6900
empyreumatique	0.8605
balsamique	0.7370
aldehyde_frais	0.6749
fruit_exotique	0.7619
herbe	0.6710
legume	0.7351
fermentaire	0.6771
phenole	0.8060
epice	0.7288
fleur_d_arbuste	0.7552
cuit	0.8577
terreux	0.6450
fruit_sec	0.7713
fleur_du_jardin	0.6915
agrume	0.7789
oleagineux	0.7882
lactique	0.6914
soufre	0.9459
plante_aromatique	0.7016
animal	0.7280
fruit_a_coque	0.7568
moisi	0.6442
fruit_a_pepins	0.8340
torrefie	0.8465
medicinal	0.8146
vegetal_sec	0.6991
rose	0.7290
huile	0.6866
lactone	0.7308
menthe	0.8434
bois	0.7925
creme	0.7023
boissons_alcoolisees	0.8262
sucre_cuit	0.8038
baie	0.6815
poudre	0.7762
viande_cuite	0.9288
pomme	0.8766
malte	0.7877
mielle	0.7392
solvant	0.8693
ananas	0.8084
fruit_rouge	0.8169
coumarine	0.7664
caramel	0.8302
mineral	0.6779
resineux	0.8580
alliace	0.9681
fruit_a_noyau	0.7820
metal	0.7059
metallique	0.6934
peponide	0.7502
melon	0.7460
brule	0.8477
feuille	0.6369
alcool_de_fut	0.8713
ether	0.8758
boisson_fermentee	0.7971
camphre	0.8771
miel	0.7776
citronne	0.8324
racine	0.5735
oignon	0.9699
crucifere	0.8743
lacte	0.6540
fleur_d_arbre	0.7613
vin	0.8260
fromage	0.8216
poire	0.9014
banane	0.8660
champignon	0.7146
cafe	0.9040
cacao	0.7824
musque	0.9054
savon	0.8483
beurre	0.7940
noix_de_coco	0.9098
anise	0.8077
pin	0.8713
vanille	0.8883
jasmin	0.8052
ambre	0.8912
ail	0.9733
musc	0.9141
cereale	0.8644
peche	0.7799
cerise	0.8777
violette	0.7308
rhum	0.8339
