Label	AUC-ROC
vegetal	0.6965
fruite	0.7421
frais	0.7363
vegetal_vert	0.7204
doux	0.6986
gras	0.6603
floral	0.7489
boise	0.7690
vert	0.7395
aldehyde	0.7151
chimique	0.6966
empyreumatique	0.8126
balsamique	0.7593
aldehyde_frais	0.7051
fruit_exotique	0.7796
herbe	0.6982
legume	0.8149
fermentaire	0.7009
phenole	0.7678
epice	0.7125
fleur_d_arbuste	0.7859
cuit	0.7913
terreux	0.6709
fruit_sec	0.7833
fleur_du_jardin	0.7321
agrume	0.7761
oleagineux	0.8087
lactique	0.7310
soufre	0.9545
plante_aromatique	0.7897
animal	0.6947
fruit_a_coque	0.8099
moisi	0.6729
fruit_a_pepins	0.8540
torrefie	0.8680
medicinal	0.8164
vegetal_sec	0.7006
rose	0.8756
huile	0.7277
lactone	0.7442
menthe	0.8391
bois	0.8722
creme	0.7456
boissons_alcoolisees	0.7161
sucre_cuit	0.7967
baie	0.6810
poudre	0.8051
viande_cuite	0.8537
pomme	0.9062
malte	0.8676
mielle	0.8058
solvant	0.8121
ananas	0.8769
fruit_rouge	0.7607
coumarine	0.8608
caramel	0.8718
mineral	0.7198
resineux	0.8937
alliace	0.9680
fruit_a_noyau	0.7343
metal	0.7320
metallique	0.7342
peponide	0.9191
melon	0.9185
brule	0.8413
feuille	0.6629
alcool_de_fut	0.6902
ether	0.8420
boisson_fermentee	0.7799
camphre	0.8570
miel	0.8344
citronne	0.8333
racine	0.7478
oignon	0.9651
crucifere	0.9080
lacte	0.7388
fleur_d_arbre	0.7912
vin	0.8124
fromage	0.8534
poire	0.9146
banane	0.8992
champignon	0.7228
cafe	0.8636
cacao	0.8726
musque	0.9094
savon	0.8383
beurre	0.8172
noix_de_coco	0.8767
anise	0.7407
pin	0.9460
vanille	0.9134
jasmin	0.7553
ambre	0.9145
ail	0.9688
musc	0.9193
cereale	0.8827
peche	0.8255
cerise	0.8068
violette	0.8849
rhum	0.7529
