Label	AUC-ROC
vegetal	0.6879
fruite	0.7024
frais	0.7150
vegetal_vert	0.7093
doux	0.6793
gras	0.6409
floral	0.7222
boise	0.7364
vert	0.7033
aldehyde	0.7071
chimique	0.6512
empyreumatique	0.7904
balsamique	0.7004
aldehyde_frais	0.6829
fruit_exotique	0.7074
herbe	0.6747
legume	0.7867
fermentaire	0.6411
phenole	0.7266
epice	0.6657
fleur_d_arbuste	0.7405
cuit	0.7774
terreux	0.6769
fruit_sec	0.7241
fleur_du_jardin	0.7097
agrume	0.7788
oleagineux	0.7404
lactique	0.6761
soufre	0.9388
plante_aromatique	0.7488
animal	0.6291
fruit_a_coque	0.7696
moisi	0.6209
fruit_a_pepins	0.7967
torrefie	0.8360
medicinal	0.7511
vegetal_sec	0.6166
rose	0.8227
huile	0.6832
lactone	0.6149
menthe	0.8082
bois	0.8289
creme	0.6947
boissons_alcoolisees	0.6742
sucre_cuit	0.7647
baie	0.6433
poudre	0.7586
viande_cuite	0.8412
pomme	0.8139
malte	0.8518
mielle	0.7471
solvant	0.7633
ananas	0.8045
fruit_rouge	0.6635
coumarine	0.7278
caramel	0.8376
mineral	0.6940
resineux	0.8852
alliace	0.9653
fruit_a_noyau	0.6671
metal	0.7111
metallique	0.7179
peponide	0.8914
melon	0.8859
brule	0.8241
feuille	0.6001
alcool_de_fut	0.6689
ether	0.7774
boisson_fermentee	0.6979
camphre	0.8181
miel	0.7590
citronne	0.8031
racine	0.7487
oignon	0.9677
crucifere	0.8900
lacte	0.6971
fleur_d_arbre	0.7413
vin	0.7304
fromage	0.8378
poire	0.9077
banane	0.8556
champignon	0.6739
cafe	0.8393
cacao	0.8527
musque	0.8757
savon	0.8267
beurre	0.7265
noix_de_coco	0.7876
anise	0.6962
pin	0.9100
vanille	0.8720
jasmin	0.7317
ambre	0.8978
ail	0.9709
musc	0.9429
cereale	0.8772
peche	0.7519
cerise	0.7394
violette	0.8382
rhum	0.6835
