Label	AUC-ROC
vegetal	0.6523
fruite	0.7423
frais	0.7190
vegetal_vert	0.6995
doux	0.7125
gras	0.6931
floral	0.7504
boise	0.7170
vert	0.6958
aldehyde	0.7030
chimique	0.7185
empyreumatique	0.8619
balsamique	0.7286
aldehyde_frais	0.6808
fruit_exotique	0.7573
herbe	0.6718
legume	0.7277
fermentaire	0.6718
phenole	0.8177
epice	0.7254
fleur_d_arbuste	0.7478
cuit	0.8555
terreux	0.6535
fruit_sec	0.7813
fleur_du_jardin	0.7097
agrume	0.7911
oleagineux	0.8024
lactique	0.7078
soufre	0.9439
plante_aromatique	0.6871
animal	0.7320
fruit_a_coque	0.7813
moisi	0.6863
fruit_a_pepins	0.8430
torrefie	0.8508
medicinal	0.8263
vegetal_sec	0.7066
rose	0.7317
huile	0.6925
lactone	0.7623
menthe	0.8531
bois	0.7844
creme	0.7279
boissons_alcoolisees	0.8178
sucre_cuit	0.8040
baie	0.6472
poudre	0.7790
viande_cuite	0.9410
pomme	0.8861
malte	0.7928
mielle	0.7360
solvant	0.8872
ananas	0.8247
fruit_rouge	0.8167
coumarine	0.8115
caramel	0.8199
mineral	0.6876
resineux	0.8492
alliace	0.9731
fruit_a_noyau	0.8007
metal	0.7091
metallique	0.6965
peponide	0.7644
melon	0.7595
brule	0.8647
feuille	0.6885
alcool_de_fut	0.8707
ether	0.8875
boisson_fermentee	0.7840
camphre	0.8853
miel	0.7767
citronne	0.8286
racine	0.5567
oignon	0.9725
crucifere	0.8722
lacte	0.6592
fleur_d_arbre	0.7881
vin	0.8024
fromage	0.8028
poire	0.9044
banane	0.8949
champignon	0.7609
cafe	0.9214
cacao	0.7926
musque	0.8797
savon	0.8494
beurre	0.8050
noix_de_coco	0.9465
anise	0.7964
pin	0.8677
vanille	0.9115
jasmin	0.7893
ambre	0.8697
ail	0.9758
musc	0.8999
cereale	0.8629
peche	0.7974
cerise	0.8959
violette	0.7704
rhum	0.8416
