Label	AUC-ROC
vegetal	0.6400
fruite	0.7499
frais	0.6958
vegetal_vert	0.6855
doux	0.7178
gras	0.6926
floral	0.7584
boise	0.7258
vert	0.6814
aldehyde	0.6870
chimique	0.7136
empyreumatique	0.8621
balsamique	0.7309
aldehyde_frais	0.6652
fruit_exotique	0.7623
herbe	0.6660
legume	0.7373
fermentaire	0.6760
phenole	0.8104
epice	0.7321
fleur_d_arbuste	0.7715
cuit	0.8551
terreux	0.6513
fruit_sec	0.7635
fleur_du_jardin	0.7096
agrume	0.7768
oleagineux	0.7832
lactique	0.7030
soufre	0.9533
plante_aromatique	0.7062
animal	0.7291
fruit_a_coque	0.7589
moisi	0.6616
fruit_a_pepins	0.8458
torrefie	0.8496
medicinal	0.8232
vegetal_sec	0.6962
rose	0.7448
huile	0.6911
lactone	0.7708
menthe	0.8513
bois	0.7909
creme	0.7186
boissons_alcoolisees	0.8380
sucre_cuit	0.8119
baie	0.6707
poudre	0.7757
viande_cuite	0.9359
pomme	0.8959
malte	0.7953
mielle	0.7382
solvant	0.8590
ananas	0.8112
fruit_rouge	0.8274
coumarine	0.8232
caramel	0.8241
mineral	0.6910
resineux	0.8597
alliace	0.9738
fruit_a_noyau	0.8154
metal	0.7045
metallique	0.6911
peponide	0.7368
melon	0.7340
brule	0.8642
feuille	0.6489
alcool_de_fut	0.8853
ether	0.8736
boisson_fermentee	0.8126
camphre	0.8861
miel	0.7764
citronne	0.8328
racine	0.6235
oignon	0.9752
crucifere	0.8857
lacte	0.6628
fleur_d_arbre	0.7797
vin	0.8357
fromage	0.8247
poire	0.9098
banane	0.8717
champignon	0.7255
cafe	0.9159
cacao	0.7902
musque	0.9095
savon	0.8448
beurre	0.7999
noix_de_coco	0.9372
anise	0.7942
pin	0.8739
vanille	0.9126
jasmin	0.8143
ambre	0.8916
ail	0.9778
musc	0.9226
cereale	0.8733
peche	0.8103
cerise	0.8862
violette	0.7375
rhum	0.8660
