Label	AUC-ROC
vegetal	0.6948
fruite	0.7509
frais	0.7309
vegetal_vert	0.7053
doux	0.6855
gras	0.6942
floral	0.7354
boise	0.7246
vert	0.6892
aldehyde	0.7300
chimique	0.6844
empyreumatique	0.8045
balsamique	0.6845
aldehyde_frais	0.7243
fruit_exotique	0.7555
herbe	0.6951
legume	0.7772
fermentaire	0.7006
phenole	0.8009
epice	0.7193
fleur_d_arbuste	0.7444
cuit	0.7738
terreux	0.6001
fruit_sec	0.7342
fleur_du_jardin	0.7112
agrume	0.7917
oleagineux	0.7481
lactique	0.7282
soufre	0.9375
plante_aromatique	0.7334
animal	0.6290
fruit_a_coque	0.7684
moisi	0.6245
fruit_a_pepins	0.7974
torrefie	0.8371
medicinal	0.7986
vegetal_sec	0.7094
rose	0.7702
huile	0.7735
lactone	0.7668
menthe	0.8445
bois	0.8556
creme	0.7564
boissons_alcoolisees	0.8107
sucre_cuit	0.7172
baie	0.7103
poudre	0.7779
viande_cuite	0.8909
pomme	0.8160
malte	0.8326
mielle	0.8868
solvant	0.8874
ananas	0.8282
fruit_rouge	0.7285
coumarine	0.8135
caramel	0.7812
mineral	0.5616
resineux	0.8884
alliace	0.9613
fruit_a_noyau	0.8276
metal	0.5663
metallique	0.5704
peponide	0.7427
melon	0.7493
brule	0.8661
feuille	0.6875
alcool_de_fut	0.8753
ether	0.8985
boisson_fermentee	0.7598
camphre	0.9393
miel	0.8953
citronne	0.8698
racine	0.6262
oignon	0.9642
crucifere	0.8289
lacte	0.7268
fleur_d_arbre	0.7886
vin	0.7810
fromage	0.8410
poire	0.8704
banane	0.9015
champignon	0.7227
cafe	0.8854
cacao	0.7893
musque	0.8375
savon	0.7621
beurre	0.8207
noix_de_coco	0.9151
anise	0.7108
pin	0.9045
vanille	0.8520
jasmin	0.8661
ambre	0.8682
ail	0.9595
musc	0.8933
cereale	0.8675
peche	0.7731
cerise	0.7713
violette	0.7834
rhum	0.8724
